Date,Closing,Volume
2019-01-02,39.47999954223633,148158800
2019-01-03,35.54750061035156,365248800
2019-01-04,37.06499862670898,234428400
2019-01-07,36.98249816894531,219111200
2019-01-08,37.6875,164101200
2019-01-09,38.32749938964844,180396400
2019-01-10,38.45000076293945,143122800
2019-01-11,38.0724983215332,108092800
2019-01-14,37.5,129756800
2019-01-15,38.26750183105469,114843600
2019-01-16,38.73500061035156,122278800
2019-01-17,38.96500015258789,119284800
2019-01-18,39.20500183105469,135004000
2019-01-22,38.32500076293945,121576000
2019-01-23,38.47999954223633,92522400
2019-01-24,38.17499923706055,101766000
2019-01-25,39.43999862670898,134142000
2019-01-28,39.07500076293945,104768400
2019-01-29,38.66999816894531,166348800
2019-01-30,41.3125,244439200
2019-01-31,41.61000061035156,162958400
2019-02-01,41.630001068115234,130672400
2019-02-04,42.8125,125982000
2019-02-05,43.54499816894531,144406400
2019-02-06,43.560001373291016,112958400
2019-02-07,42.73500061035156,126966800
2019-02-08,42.602500915527344,95280000
2019-02-11,42.35749816894531,83973600
2019-02-12,42.72249984741211,89134000
2019-02-13,42.54499816894531,89960800
2019-02-14,42.70000076293945,87342800
2019-02-15,42.60499954223633,98507200
2019-02-19,42.73249816894531,75891200
2019-02-20,43.00749969482422,104457600
2019-02-21,42.76499938964844,68998800
2019-02-22,43.24250030517578,75652800
2019-02-25,43.557498931884766,87493600
2019-02-26,43.58250045776367,68280800
2019-02-27,43.71749877929688,111341600
2019-02-28,43.28749847412109,112861600
2019-03-01,43.74250030517578,103544800
2019-03-04,43.962501525878906,109744800
2019-03-05,43.88249969482422,78949600
2019-03-06,43.630001068115234,83241600
2019-03-07,43.125,99185600
2019-03-08,43.227500915527344,95997600
2019-03-11,44.72499847412109,128044000
2019-03-12,45.227500915527344,129870400
2019-03-13,45.4275016784668,124130000
2019-03-14,45.932498931884766,94318000
2019-03-15,46.52999877929688,156171600
2019-03-18,47.005001068115234,104879200
2019-03-19,46.63249969482422,126585600
2019-03-20,47.040000915527344,124140800
2019-03-21,48.772499084472656,204136800
2019-03-22,47.76250076293945,169630800
2019-03-25,47.185001373291016,175381200
2019-03-26,46.6974983215332,199202000
2019-03-27,47.11750030517578,119393600
2019-03-28,47.18000030517578,83121600
2019-03-29,47.48749923706055,94256000
2019-04-01,47.810001373291016,111448000
2019-04-02,48.505001068115234,91062800
2019-04-03,48.837501525878906,93087200
2019-04-04,48.92250061035156,76457200
2019-04-05,49.25,74106400
2019-04-08,50.025001525878906,103526800
2019-04-09,49.875,143072800
2019-04-10,50.15499877929688,86781200
2019-04-11,49.73749923706055,83603200
2019-04-12,49.71749877929688,111042800
2019-04-15,49.807498931884766,70146400
2019-04-16,49.8125,102785600
2019-04-17,50.782501220703125,115627200
2019-04-18,50.96500015258789,96783200
2019-04-22,51.13249969482422,77758000
2019-04-23,51.869998931884766,93292000
2019-04-24,51.790000915527344,70162400
2019-04-25,51.31999969482422,74172800
2019-04-26,51.07500076293945,74596400
2019-04-29,51.15250015258789,88818800
2019-04-30,50.16749954223633,186139600
2019-05-01,52.630001068115234,259309200
2019-05-02,52.28749847412109,127985200
2019-05-03,52.9375,83569600
2019-05-06,52.119998931884766,129772400
2019-05-07,50.71500015258789,155054800
2019-05-08,50.72499847412109,105358000
2019-05-09,50.18000030517578,139634400
2019-05-10,49.29499816894531,164834800
2019-05-13,46.43000030517578,229722400
2019-05-14,47.165000915527344,146118800
2019-05-15,47.72999954223633,106178800
2019-05-16,47.52000045776367,132125600
2019-05-17,47.25,131516400
2019-05-20,45.772499084472656,154449200
2019-05-21,46.650001525878906,113459200
2019-05-22,45.69499969482422,118994400
2019-05-23,44.915000915527344,146118800
2019-05-24,44.74250030517578,94858800
2019-05-28,44.557498931884766,111792800
2019-05-29,44.345001220703125,113924800
2019-05-30,44.57500076293945,84873600
2019-05-31,43.76750183105469,108174400
2019-06-03,43.32500076293945,161584400
2019-06-04,44.90999984741211,123872000
2019-06-05,45.6349983215332,119093600
2019-06-06,46.30500030517578,90105200
2019-06-07,47.53749847412109,122737600
2019-06-10,48.14500045776367,104883600
2019-06-11,48.70249938964844,107731600
2019-06-12,48.54750061035156,73012800
2019-06-13,48.53749847412109,86698400
2019-06-14,48.185001373291016,75046000
2019-06-17,48.47249984741211,58676400
2019-06-18,49.61249923706055,106204000
2019-06-19,49.46749877929688,84496800
2019-06-20,49.8650016784668,86056000
2019-06-21,49.69499969482422,191202400
2019-06-24,49.64500045776367,72881600
2019-06-25,48.89250183105469,84281200
2019-06-26,49.95000076293945,104270000
2019-06-27,49.935001373291016,83598800
2019-06-28,49.47999954223633,124442400
2019-07-01,50.38750076293945,109012000
2019-07-02,50.682498931884766,67740800
2019-07-03,51.102500915527344,45448000
2019-07-05,51.057498931884766,69062000
2019-07-08,50.005001068115234,101354400
2019-07-09,50.310001373291016,82312000
2019-07-10,50.807498931884766,71588400
2019-07-11,50.4375,80767200
2019-07-12,50.82500076293945,70380800
2019-07-15,51.3025016784668,67789600
2019-07-16,51.125,67467200
2019-07-17,50.837501525878906,56430000
2019-07-18,51.415000915527344,74162400
2019-07-19,50.647499084472656,83717200
2019-07-22,51.80500030517578,89111600
2019-07-23,52.209999084472656,73420800
2019-07-24,52.16749954223633,59966400
2019-07-25,51.755001068115234,55638400
2019-07-26,51.935001373291016,70475600
2019-07-29,52.41999816894531,86693600
2019-07-30,52.19499969482422,135742800
2019-07-31,53.2599983215332,277125600
2019-08-01,52.10749816894531,216071600
2019-08-02,51.005001068115234,163448400
2019-08-05,48.334999084472656,209572000
2019-08-06,49.25,143299200
2019-08-07,49.7599983215332,133457600
2019-08-08,50.85749816894531,108038000
2019-08-09,50.247501373291016,98478800
2019-08-12,50.119998931884766,89927600
2019-08-13,52.24250030517578,188874000
2019-08-14,50.6875,146189600
2019-08-15,50.435001373291016,108909600
2019-08-16,51.625,110481600
2019-08-19,52.587501525878906,97654400
2019-08-20,52.59000015258789,107537200
2019-08-21,53.15999984741211,86141600
2019-08-22,53.1150016784668,89014800
2019-08-23,50.65999984741211,187272000
2019-08-26,51.622501373291016,104174400
2019-08-27,51.040000915527344,103493200
2019-08-28,51.38249969482422,63755200
2019-08-29,52.25249862670898,83962000
2019-08-30,52.185001373291016,84573600
2019-09-03,51.42499923706055,80092000
2019-09-04,52.29750061035156,76752400
2019-09-05,53.31999969482422,95654800
2019-09-06,53.31499862670898,77449200
2019-09-09,53.54249954223633,109237600
2019-09-10,54.17499923706055,127111600
2019-09-11,55.897499084472656,177158400
2019-09-12,55.772499084472656,128906800
2019-09-13,54.6875,159053200
2019-09-16,54.97499847412109,84632400
2019-09-17,55.17499923706055,73274800
2019-09-18,55.692501068115234,101360000
2019-09-19,55.2400016784668,88242400
2019-09-20,54.432498931884766,221652400
2019-09-23,54.68000030517578,76662000
2019-09-24,54.41999816894531,124763200
2019-09-25,55.25749969482422,87613600
2019-09-26,54.97249984741211,75334000
2019-09-27,54.70500183105469,101408000
2019-09-30,55.99250030517578,103909600
2019-10-01,56.147499084472656,139223200
2019-10-02,54.7400016784668,138449200
2019-10-03,55.20500183105469,114426000
2019-10-04,56.75249862670898,138478800
2019-10-07,56.76499938964844,122306000
2019-10-08,56.09999847412109,111820000
2019-10-09,56.75749969482422,74770400
2019-10-10,57.522499084472656,113013600
2019-10-11,59.0525016784668,166795600
2019-10-14,58.96749877929688,96427600
2019-10-15,58.83000183105469,87360000
2019-10-16,58.59249877929688,73903200
2019-10-17,58.81999969482422,67585200
2019-10-18,59.102500915527344,97433600
2019-10-21,60.12749862670898,87247200
2019-10-22,59.9900016784668,82293600
2019-10-23,60.79499816894531,75828800
2019-10-24,60.89500045776367,69275200
2019-10-25,61.64500045776367,73477200
2019-10-28,62.26250076293945,96572800
2019-10-29,60.8224983215332,142839600
2019-10-30,60.81499862670898,124522000
2019-10-31,62.18999862670898,139162000
2019-11-01,63.95500183105469,151125200
2019-11-04,64.375,103272000
2019-11-05,64.28250122070312,79897600
2019-11-06,64.30999755859375,75864400
2019-11-07,64.85749816894531,94940400
2019-11-08,65.03500366210938,69986400
2019-11-11,65.55000305175781,81821200
2019-11-12,65.48999786376953,87388800
2019-11-13,66.11750030517578,102734400
2019-11-14,65.66000366210938,89182800
2019-11-15,66.44000244140625,100206400
2019-11-18,66.7750015258789,86703200
2019-11-19,66.57250213623047,76167200
2019-11-20,65.79750061035156,106234400
2019-11-21,65.50250244140625,121395200
2019-11-22,65.44499969482422,65325200
2019-11-25,66.59249877929688,84020400
2019-11-26,66.07250213623047,105207600
2019-11-27,66.95999908447266,65235600
2019-11-29,66.8125,46617600
2019-12-02,66.04000091552734,94487200
2019-12-03,64.86250305175781,114430400
2019-12-04,65.43499755859375,67181600
2019-12-05,66.3949966430664,74424400
2019-12-06,67.67749786376953,106075600
2019-12-09,66.7300033569336,128042400
2019-12-10,67.12000274658203,90420400
2019-12-11,67.69249725341797,78756800
2019-12-12,67.86499786376953,137310400
2019-12-13,68.7874984741211,133587600
2019-12-16,69.96499633789062,128186000
2019-12-17,70.10250091552734,114158400
2019-12-18,69.93499755859375,116028400
2019-12-19,70.00499725341797,98369200
2019-12-20,69.86000061035156,275978000
2019-12-23,71.0,98572000
2019-12-24,71.06749725341797,48478800
2019-12-26,72.47750091552734,93121200
2019-12-27,72.44999694824219,146266000
2019-12-30,72.87999725341797,144114400
2019-12-31,73.4124984741211,100805600
2020-01-02,75.0875015258789,135480400
2020-01-03,74.35749816894531,146322800
2020-01-06,74.94999694824219,118387200
2020-01-07,74.59750366210938,108872000
2020-01-08,75.79750061035156,132079200
2020-01-09,77.40750122070312,170108400
2020-01-10,77.5824966430664,140644800
2020-01-13,79.23999786376953,121532000
2020-01-14,78.16999816894531,161954400
2020-01-15,77.83499908447266,121923600
2020-01-16,78.80999755859375,108829200
2020-01-17,79.68250274658203,137816400
2020-01-21,79.14250183105469,110843200
2020-01-22,79.42500305175781,101832400
2020-01-23,79.80750274658203,104472000
2020-01-24,79.57749938964844,146537600
2020-01-27,77.23750305175781,161940000
2020-01-28,79.42250061035156,162234000
2020-01-29,81.08499908447266,216229200
2020-01-30,80.96749877929688,126743200
2020-01-31,77.37750244140625,199588400
2020-02-03,77.16500091552734,173788400
2020-02-04,79.7125015258789,136616400
2020-02-05,80.36250305175781,118826800
2020-02-06,81.30249786376953,105425600
2020-02-07,80.00749969482422,117684000
2020-02-10,80.38749694824219,109348800
2020-02-11,79.90249633789062,94323200
2020-02-12,81.80000305175781,113730400
2020-02-13,81.21749877929688,94747600
2020-02-14,81.23750305175781,80113600
2020-02-18,79.75,152531200
2020-02-19,80.90499877929688,93984000
2020-02-20,80.07499694824219,100566000
2020-02-21,78.26249694824219,129554000
2020-02-24,74.54499816894531,222195200
2020-02-25,72.0199966430664,230673600
2020-02-26,73.1624984741211,198054800
2020-02-27,68.37999725341797,320605600
2020-02-28,68.33999633789062,426510000
2020-03-02,74.70249938964844,341397200
2020-03-03,72.33000183105469,319475600
2020-03-04,75.68499755859375,219178400
2020-03-05,73.2300033569336,187572800
2020-03-06,72.25749969482422,226176800
2020-03-09,66.5425033569336,286744800
2020-03-10,71.33499908447266,285290000
2020-03-11,68.85749816894531,255598800
2020-03-12,62.057498931884766,418474000
2020-03-13,69.49250030517578,370732000
2020-03-16,60.5525016784668,322423600
2020-03-17,63.21500015258789,324056000
2020-03-18,61.66749954223633,300233600
2020-03-19,61.19499969482422,271857200
2020-03-20,57.310001373291016,401693200
2020-03-23,56.09249877929688,336752800
2020-03-24,61.720001220703125,287531200
2020-03-25,61.380001068115234,303602000
2020-03-26,64.61000061035156,252087200
2020-03-27,61.935001373291016,204216800
2020-03-30,63.70249938964844,167976400
2020-03-31,63.5724983215332,197002000
2020-04-01,60.227500915527344,176218400
2020-04-02,61.23249816894531,165934000
2020-04-03,60.352500915527344,129880000
2020-04-06,65.61750030517578,201820400
2020-04-07,64.85749816894531,202887200
2020-04-08,66.51750183105469,168895200
2020-04-09,66.99749755859375,161834800
2020-04-13,68.3125,131022800
2020-04-14,71.76249694824219,194994800
2020-04-15,71.10749816894531,131154400
2020-04-16,71.67250061035156,157125200
2020-04-17,70.69999694824219,215250000
2020-04-20,69.23249816894531,130015200
2020-04-21,67.09249877929688,180991600
2020-04-22,69.0250015258789,116862400
