Closing_3,Closing_2,Closing_1,EMA_5_3,EMA_5_2,EMA_5_1,RSI_3,RSI_2,RSI_1,MACD_3,MACD_2,MACD_1,BB_upper_3,BB_upper_2,BB_upper_1,BB_lower_3,BB_lower_2,BB_lower_1
83.52149963378906,85.9365005493164,81.3115005493164,82.27979397045806,83.49869616341084,82.7696309587127,51.460712097906885,57.40692928100718,48.56358345342602,1.0963700074993596,1.3147204942156776,1.1018643741875422,86.85667456640512,87.08262171684439,86.04026204298056,76.75307503686638,77.42512822212046,79.09723795701943
85.9365005493164,81.3115005493164,81.66549682617188,83.49869616341084,82.7696309587127,82.40158624786577,57.40692928100718,48.56358345342602,51.66825566227914,1.3147204942156776,1.1018643741875422,0.9507789190521124,87.08262171684439,86.04026204298056,85.72951999813029,77.42512822212046,79.09723795701943,79.69757961124472
81.3115005493164,81.66549682617188,82.94049835205078,82.7696309587127,82.40158624786577,82.58122361592744,48.56358345342602,51.66825566227914,48.252683211884445,1.1018643741875422,0.9507789190521124,0.92328155975342,86.04026204298056,85.72951999813029,85.74680654137343,79.09723795701943,79.69757961124472,79.82679270179064
81.66549682617188,82.94049835205078,82.01300048828125,82.40158624786577,82.58122361592744,82.39181590671205,51.66825566227914,48.252683211884445,45.26976532670467,0.9507789190521124,0.92328155975342,0.8172278838796103,85.72951999813029,85.74680654137343,85.72598489099015,79.69757961124472,79.82679270179064,79.76601416296494
82.94049835205078,82.01300048828125,80.71849822998047,82.58122361592744,82.39181590671205,81.83404334780153,48.252683211884445,45.26976532670467,41.72559737192859,0.92328155975342,0.8172278838796103,0.621559121391769,85.74680654137343,85.72598489099015,85.74491263638076,79.82679270179064,79.76601416296494,79.5218361734337
82.01300048828125,80.71849822998047,79.41100311279297,82.39181590671205,81.83404334780153,81.02636326946535,45.26976532670467,41.72559737192859,39.19423193149609,0.8172278838796103,0.621559121391769,0.3568724847793163,85.72598489099015,85.74491263638076,85.88965279871317,79.76601416296494,79.5218361734337,79.03709662145283
80.71849822998047,79.41100311279297,79.55000305175781,81.83404334780153,81.02636326946535,80.53424319689617,41.72559737192859,39.19423193149609,45.30442219076495,0.621559121391769,0.3568724847793163,0.1565183060997412,85.74491263638076,85.88965279871317,86.00304293339504,79.5218361734337,79.03709662145283,78.6759068041538
79.41100311279297,79.55000305175781,81.90049743652344,81.02636326946535,80.53424319689617,80.98966127677193,39.19423193149609,45.30442219076495,49.78954656895246,0.3568724847793163,0.1565183060997412,0.1852658001514555,85.88965279871317,86.00304293339504,85.99569659758414,79.03709662145283,78.6759068041538,78.78725323151743
79.55000305175781,81.90049743652344,82.0,80.53424319689617,80.98966127677193,81.32644085118129,45.30442219076495,49.78954656895246,48.39334922605887,0.1565183060997412,0.1852658001514555,0.2136150008379616,86.00304293339504,85.99569659758414,85.8568612615096,78.6759068041538,78.78725323151743,78.7532888849748
81.90049743652344,82.0,81.13249969482422,80.98966127677193,81.32644085118129,81.26179379906227,49.78954656895246,48.39334922605887,44.86210839914207,0.1852658001514555,0.2136150008379616,0.16418925052605,85.99569659758414,85.8568612615096,85.62487268044877,78.78725323151743,78.7532888849748,78.67962713644575
82.0,81.13249969482422,80.39749908447266,81.32644085118129,81.26179379906227,80.97369556086574,48.39334922605887,44.86210839914207,46.66116021428199,0.2136150008379616,0.16418925052605,0.0649617421849342,85.8568612615096,85.62487268044877,85.28436839527642,78.7532888849748,78.67962713644575,78.59378101878609
81.13249969482422,80.39749908447266,81.37899780273438,81.26179379906227,80.97369556086574,81.10879630815529,44.86210839914207,46.66116021428199,53.97424020925692,0.16418925052605,0.0649617421849342,0.0647752816401663,85.62487268044877,85.28436839527642,84.83312681484448,78.67962713644575,78.59378101878609,78.70192262363209
80.39749908447266,81.37899780273438,81.1050033569336,80.97369556086574,81.10879630815529,81.1075319910814,46.66116021428199,53.97424020925692,43.15264985003215,0.0649617421849342,0.0647752816401663,0.0420339076834892,85.28436839527642,84.83312681484448,84.82168936123358,78.59378101878609,78.70192262363209,78.66301065097346
81.37899780273438,81.1050033569336,80.97200012207031,81.10879630815529,81.1075319910814,81.06235470141104,53.97424020925692,43.15264985003215,33.84318498621708,0.0647752816401663,0.0420339076834892,0.0131276283530326,84.83312681484448,84.82168936123358,84.78638636425596,78.70192262363209,78.66301065097346,78.59541371508975
81.1050033569336,80.97200012207031,81.5780029296875,81.1075319910814,81.06235470141104,81.23423744416986,43.15264985003215,33.84318498621708,51.1745895107082,0.0420339076834892,0.0131276283530326,0.0386727602162579,84.82168936123358,84.78638636425596,84.68792282171422,78.66301065097346,78.59541371508975,78.57702773980922
80.97200012207031,81.5780029296875,81.6500015258789,81.06235470141104,81.23423744416986,81.37282547140622,33.84318498621708,51.1745895107082,49.92996469613782,0.0131276283530326,0.0386727602162579,0.063989514959502,84.78638636425596,84.68792282171422,84.46119514768539,78.59541371508975,78.57702773980922,78.61590522462906
81.5780029296875,81.6500015258789,81.81999969482422,81.23423744416986,81.37282547140622,81.5218835458789,51.1745895107082,49.92996469613782,44.37358828270817,0.0386727602162579,0.063989514959502,0.0966564614695499,84.68792282171422,84.46119514768539,84.45574928425944,78.57702773980922,78.61590522462906,78.61390098429524
81.6500015258789,81.81999969482422,82.05449676513672,81.37282547140622,81.5218835458789,81.6994212856315,49.92996469613782,44.37358828270817,50.22395342229982,0.063989514959502,0.0966564614695499,0.1398550438431556,84.46119514768539,84.45574928425944,84.44866883533345,78.61590522462906,78.61390098429524,78.85703108532084
