Closing_3,Closing_2,Closing_1,EMA_5_3,EMA_5_2,EMA_5_1,RSI_3,RSI_2,RSI_1,MACD_3,MACD_2,MACD_1,BB_upper_3,BB_upper_2,BB_upper_1,BB_lower_3,BB_lower_2,BB_lower_1
54.45299911499024,55.81850051879883,55.53749847412109,53.88367537322283,54.52861708841483,54.86491088365025,53.71324245470663,60.61417925569037,62.79135446916914,0.3644111811583457,0.5025895829697689,0.5827053804492124,55.37605309570584,55.72814698028259,55.632759530868846,51.629846333615454,51.63035254669495,52.19918970313994
55.81850051879883,55.53749847412109,56.63999938964844,54.52861708841483,54.86491088365025,55.45660705231632,60.61417925569037,62.79135446916914,70.12470301958976,0.5025895829697689,0.5827053804492124,0.7267824414743345,55.72814698028259,55.632759530868846,56.16346950788194,51.63035254669495,52.19918970313994,51.97892970781631
55.53749847412109,56.63999938964844,57.29949951171875,54.86491088365025,55.45660705231632,56.07090453878379,62.79135446916914,70.12470301958976,67.24103668635792,0.5827053804492124,0.7267824414743345,0.8839906051039037,55.632759530868846,56.16346950788194,56.77991650360462,52.19918970313994,51.97892970781631,51.75048281890515
56.63999938964844,57.29949951171875,55.76150131225586,55.45660705231632,56.07090453878379,55.96777012994116,70.12470301958976,67.24103668635792,57.560250101941854,0.7267824414743345,0.8839906051039037,0.8743961122057726,56.16346950788194,56.77991650360462,56.95339875043079,51.97892970781631,51.75048281890515,51.771750785702025
57.29949951171875,55.76150131225586,54.93550109863281,56.07090453878379,55.96777012994116,55.62368045283839,67.24103668635792,57.560250101941854,51.88112128023437,0.8839906051039037,0.8743961122057726,0.7910226763731316,56.77991650360462,56.95339875043079,57.00781235508969,51.75048281890515,51.771750785702025,51.83758712000796
55.76150131225586,54.93550109863281,54.75299835205078,55.96777012994116,55.62368045283839,55.33345308590919,57.560250101941854,51.88112128023437,49.30271158297089,0.8743961122057726,0.7910226763731316,0.7021284813196687,56.95339875043079,57.00781235508969,57.03732646696883,51.771750785702025,51.83758712000796,51.93172298676652
54.93550109863281,54.75299835205078,54.7504997253418,55.62368045283839,55.33345308590919,55.13913529905339,51.88112128023437,49.30271158297089,56.06878211447224,0.7910226763731316,0.7021284813196687,0.624281247379983,57.00781235508969,57.03732646696883,57.015898780747534,51.83758712000796,51.93172298676652,52.142250557021015
54.75299835205078,54.7504997253418,56.06850051879883,55.33345308590919,55.13913529905339,55.44892370563521,49.30271158297089,56.06878211447224,60.26537335035132,0.7021284813196687,0.624281247379983,0.6613151730035156,57.03732646696883,57.015898780747534,57.02757332860458,51.93172298676652,52.142250557021015,52.51397597254287
54.7504997253418,56.06850051879883,56.007999420166016,55.13913529905339,55.44892370563521,55.63528227714548,56.06878211447224,60.26537335035132,60.38989323584859,0.624281247379983,0.6613151730035156,0.6779677031822615,57.015898780747534,57.02757332860458,57.156703342388816,52.142250557021015,52.51397597254287,52.59989608388072
56.06850051879883,56.007999420166016,56.08349990844727,55.44892370563521,55.63528227714548,55.78468815424608,60.26537335035132,60.38989323584859,57.40919189436484,0.6613151730035156,0.6779677031822615,0.6893112606133229,57.02757332860458,57.156703342388816,57.28403771460013,52.51397597254287,52.59989608388072,52.67606169641061
56.007999420166016,56.08349990844727,55.682498931884766,55.63528227714548,55.78468815424608,55.75062508012565,60.38989323584859,57.40919189436484,61.2206780505555,0.6779677031822615,0.6893112606133229,0.6583545822866554,57.156703342388816,57.28403771460013,57.35197018813746,52.59989608388072,52.67606169641061,52.72687922287327
56.08349990844727,55.682498931884766,55.928001403808594,55.78468815424608,55.75062508012565,55.809750521353294,57.40919189436484,61.2206780505555,65.27953489719638,0.6893112606133229,0.6583545822866554,0.6461824009330499,57.28403771460013,57.35197018813746,57.43535759706099,52.67606169641061,52.72687922287327,52.744992134384326
55.682498931884766,55.928001403808594,55.68999862670898,55.75062508012565,55.809750521353294,55.76983322313853,61.2206780505555,65.27953489719638,57.45538567651443,0.6583545822866554,0.6461824009330499,0.6102959130847196,57.35197018813746,57.43535759706099,57.43695719457819,52.72687922287327,52.744992134384326,52.95979230188177
