Close_5,Close_4,Close_3,Close_2,Close_1,Volume_5,Volume_4,Volume_3,Volume_2,Volume_1,Action
101.12000274658205,97.4000015258789,101.93000030517578,102.05999755859376,102.8000030517578,35329300,42579100,44060600,35656100,31514400,0
97.4000015258789,101.93000030517578,102.05999755859376,102.8000030517578,104.2699966430664,42579100,44060600,35656100,31514400,32280800,1
101.93000030517578,102.05999755859376,102.8000030517578,104.2699966430664,103.5999984741211,44060600,35656100,31514400,32280800,30067600,-1
102.05999755859376,102.8000030517578,104.2699966430664,103.5999984741211,102.8000030517578,35656100,31514400,32280800,30067600,28314200,-1
102.8000030517578,104.2699966430664,103.5999984741211,102.8000030517578,102.0500030517578,31514400,32280800,30067600,28314200,28437100,-1
104.2699966430664,103.5999984741211,102.8000030517578,102.0500030517578,105.01000213623048,32280800,30067600,28314200,28437100,31587600,2
103.5999984741211,102.8000030517578,102.0500030517578,105.01000213623048,105.37999725341795,30067600,28314200,28437100,31587600,29853900,0
102.8000030517578,102.0500030517578,105.01000213623048,105.37999725341795,106.12000274658205,28314200,28437100,31587600,29853900,28393000,0
102.0500030517578,105.01000213623048,105.37999725341795,106.12000274658205,107.70999908447266,28437100,31587600,29853900,28393000,37427600,1
105.01000213623048,105.37999725341795,106.12000274658205,107.70999908447266,105.68000030517578,31587600,29853900,28393000,37427600,32371300,-1
105.37999725341795,106.12000274658205,107.70999908447266,105.68000030517578,106.70999908447266,29853900,28393000,37427600,32371300,25874300,1
106.12000274658205,107.70999908447266,105.68000030517578,106.70999908447266,106.1999969482422,28393000,37427600,32371300,25874300,23164800,-1
107.70999908447266,105.68000030517578,106.70999908447266,106.1999969482422,107.16999816894533,37427600,32371300,25874300,23164800,31225600,0
105.68000030517578,106.70999908447266,106.1999969482422,107.16999816894533,105.08000183105467,32371300,25874300,23164800,31225600,29476700,-1
106.70999908447266,106.1999969482422,107.16999816894533,105.08000183105467,102.94000244140624,25874300,23164800,31225600,29476700,31490500,-1
106.1999969482422,107.16999816894533,105.08000183105467,102.94000244140624,106.37999725341795,23164800,31225600,29476700,31490500,49471900,2
107.16999816894533,105.08000183105467,102.94000244140624,106.37999725341795,104.43000030517578,31225600,29476700,31490500,49471900,55636400,-1
105.08000183105467,102.94000244140624,106.37999725341795,104.43000030517578,102.77999877929688,29476700,31490500,49471900,55636400,35535700,-1
102.94000244140624,106.37999725341795,104.43000030517578,102.77999877929688,105.73999786376952,31490500,49471900,55636400,35535700,31315100,2
106.37999725341795,104.43000030517578,102.77999877929688,105.73999786376952,107.22000122070312,49471900,55636400,35535700,31315100,27325400,1
104.43000030517578,102.77999877929688,105.73999786376952,107.22000122070312,106.02999877929688,55636400,35535700,31315100,27325400,20609800,-1
102.77999877929688,105.73999786376952,107.22000122070312,106.02999877929688,105.2699966430664,35535700,31315100,27325400,20609800,29760700,-1
105.73999786376952,107.22000122070312,106.02999877929688,105.2699966430664,105.66999816894533,31315100,27325400,20609800,29760700,21461100,0
107.22000122070312,106.02999877929688,105.2699966430664,105.66999816894533,105.25,27325400,20609800,29760700,21461100,18914100,-1
106.02999877929688,105.2699966430664,105.66999816894533,105.25,106.88999938964844,20609800,29760700,21461100,18914100,25056600,1
105.2699966430664,105.66999816894533,105.25,106.88999938964844,106.80999755859376,29760700,21461100,18914100,25056600,18394900,-1
105.66999816894533,105.25,106.88999938964844,106.80999755859376,106.9000015258789,21461100,18914100,25056600,18394900,21784700,0
105.25,106.88999938964844,106.80999755859376,106.9000015258789,108.22000122070312,18914100,25056600,18394900,21784700,26606900,1
106.88999938964844,106.80999755859376,106.9000015258789,108.22000122070312,108.16999816894533,25056600,18394900,21784700,26606900,18038500,-1
106.80999755859376,106.9000015258789,108.22000122070312,108.16999816894533,107.1500015258789,18394900,21784700,26606900,18038500,21607700,-1
106.9000015258789,108.22000122070312,108.16999816894533,107.1500015258789,109.41000366210938,21784700,26606900,18038500,21607700,29063200,2
108.22000122070312,108.16999816894533,107.1500015258789,109.41000366210938,110.97000122070312,26606900,18038500,21607700,29063200,27763200,1
108.16999816894533,107.1500015258789,109.41000366210938,110.97000122070312,111.58999633789062,18038500,21607700,29063200,27763200,23750600,0
107.1500015258789,109.41000366210938,110.97000122070312,111.58999633789062,112.36000061035156,21607700,29063200,27763200,23750600,21536700,0
109.41000366210938,110.97000122070312,111.58999633789062,112.36000061035156,112.16999816894533,29063200,27763200,23750600,21536700,21487100,-1
110.97000122070312,111.58999633789062,112.36000061035156,112.16999816894533,112.02999877929688,27763200,23750600,21536700,21487100,29083900,-1
111.58999633789062,112.36000061035156,112.16999816894533,112.02999877929688,112.52999877929688,23750600,21536700,21487100,29083900,23501200,0
112.36000061035156,112.16999816894533,112.02999877929688,112.52999877929688,112.26000213623048,21536700,21487100,29083900,23501200,26608000,-1
112.16999816894533,112.02999877929688,112.52999877929688,112.26000213623048,111.6999969482422,21487100,29083900,23501200,26608000,19538300,-1
112.02999877929688,112.52999877929688,112.26000213623048,111.6999969482422,111.75,29083900,23501200,26608000,19538300,17687000,0
112.52999877929688,112.26000213623048,111.6999969482422,111.75,110.38999938964844,23501200,26608000,19538300,17687000,25339000,-1
112.26000213623048,111.6999969482422,111.75,110.38999938964844,110.51000213623048,26608000,19538300,17687000,25339000,22818400,0
111.6999969482422,111.75,110.38999938964844,110.51000213623048,112.83000183105467,19538300,17687000,25339000,22818400,26491600,2
111.75,110.38999938964844,110.51000213623048,112.83000183105467,113.62000274658205,17687000,25339000,22818400,26491600,26132700,0
