Close_3,Close_2,Close_1,Volume_3,Volume_2,Volume_1,Action
52.9375,52.119998931884766,50.71500015258789,83569600,129772400,155054800,-1
52.119998931884766,50.71500015258789,50.72499847412109,129772400,155054800,105358000,0
50.71500015258789,50.72499847412109,50.18000030517578,155054800,105358000,139634400,-1
50.72499847412109,50.18000030517578,49.29499816894531,105358000,139634400,164834800,-1
50.18000030517578,49.29499816894531,46.43000030517578,139634400,164834800,229722400,-1
49.29499816894531,46.43000030517578,47.165000915527344,164834800,229722400,146118800,0
46.43000030517578,47.165000915527344,47.72999954223633,229722400,146118800,106178800,0
47.165000915527344,47.72999954223633,47.52000045776367,146118800,106178800,132125600,-1
47.72999954223633,47.52000045776367,47.25,106178800,132125600,131516400,-1
47.52000045776367,47.25,45.772499084472656,132125600,131516400,154449200,-1
47.25,45.772499084472656,46.650001525878906,131516400,154449200,113459200,0
45.772499084472656,46.650001525878906,45.69499969482422,154449200,113459200,118994400,-1
46.650001525878906,45.69499969482422,44.915000915527344,113459200,118994400,146118800,-1
45.69499969482422,44.915000915527344,44.74250030517578,118994400,146118800,94858800,-1
44.915000915527344,44.74250030517578,44.557498931884766,146118800,94858800,111792800,-1
44.74250030517578,44.557498931884766,44.345001220703125,94858800,111792800,113924800,-1
44.557498931884766,44.345001220703125,44.57500076293945,111792800,113924800,84873600,0
44.345001220703125,44.57500076293945,43.76750183105469,113924800,84873600,108174400,-1
44.57500076293945,43.76750183105469,43.32500076293945,84873600,108174400,161584400,-1
43.76750183105469,43.32500076293945,44.90999984741211,108174400,161584400,123872000,1
43.32500076293945,44.90999984741211,45.6349983215332,161584400,123872000,119093600,0
44.90999984741211,45.6349983215332,46.30500030517578,123872000,119093600,90105200,0
45.6349983215332,46.30500030517578,47.53749847412109,119093600,90105200,122737600,1
46.30500030517578,47.53749847412109,48.14500045776367,90105200,122737600,104883600,0
47.53749847412109,48.14500045776367,48.70249938964844,122737600,104883600,107731600,0
48.14500045776367,48.70249938964844,48.54750061035156,104883600,107731600,73012800,-1
48.70249938964844,48.54750061035156,48.53749847412109,107731600,73012800,86698400,-1
48.54750061035156,48.53749847412109,48.185001373291016,73012800,86698400,75046000,-1
48.53749847412109,48.185001373291016,48.47249984741211,86698400,75046000,58676400,0
48.185001373291016,48.47249984741211,49.61249923706055,75046000,58676400,106204000,1
48.47249984741211,49.61249923706055,49.46749877929688,58676400,106204000,84496800,-1
49.61249923706055,49.46749877929688,49.8650016784668,106204000,84496800,86056000,0
49.46749877929688,49.8650016784668,49.69499969482422,84496800,86056000,191202400,-1
49.8650016784668,49.69499969482422,49.64500045776367,86056000,191202400,72881600,-1
49.69499969482422,49.64500045776367,48.89250183105469,191202400,72881600,84281200,-1
49.64500045776367,48.89250183105469,49.95000076293945,72881600,84281200,104270000,1
48.89250183105469,49.95000076293945,49.935001373291016,84281200,104270000,83598800,-1
49.95000076293945,49.935001373291016,49.47999954223633,104270000,83598800,124442400,-1
49.935001373291016,49.47999954223633,50.38750076293945,83598800,124442400,109012000,0
49.47999954223633,50.38750076293945,50.682498931884766,124442400,109012000,67740800,0
50.38750076293945,50.682498931884766,51.102500915527344,109012000,67740800,45448000,0
50.682498931884766,51.102500915527344,51.057498931884766,67740800,45448000,69062000,-1
51.102500915527344,51.057498931884766,50.005001068115234,45448000,69062000,101354400,-1
51.057498931884766,50.005001068115234,50.310001373291016,69062000,101354400,82312000,0
50.005001068115234,50.310001373291016,50.807498931884766,101354400,82312000,71588400,0
50.310001373291016,50.807498931884766,50.4375,82312000,71588400,80767200,-1
50.807498931884766,50.4375,50.82500076293945,71588400,80767200,70380800,0
50.4375,50.82500076293945,51.3025016784668,80767200,70380800,67789600,0
50.82500076293945,51.3025016784668,51.125,70380800,67789600,67467200,-1
51.3025016784668,51.125,50.837501525878906,67789600,67467200,56430000,-1
51.125,50.837501525878906,51.415000915527344,67467200,56430000,74162400,0
50.837501525878906,51.415000915527344,50.647499084472656,56430000,74162400,83717200,-1
51.415000915527344,50.647499084472656,51.80500030517578,74162400,83717200,89111600,1
50.647499084472656,51.80500030517578,52.209999084472656,83717200,89111600,73420800,0
51.80500030517578,52.209999084472656,52.16749954223633,89111600,73420800,59966400,-1
52.209999084472656,52.16749954223633,51.755001068115234,73420800,59966400,55638400,-1
52.16749954223633,51.755001068115234,51.935001373291016,59966400,55638400,70475600,0
51.755001068115234,51.935001373291016,52.41999816894531,55638400,70475600,86693600,0
51.935001373291016,52.41999816894531,52.19499969482422,70475600,86693600,135742800,-1
52.41999816894531,52.19499969482422,53.2599983215332,86693600,135742800,277125600,1
52.19499969482422,53.2599983215332,52.10749816894531,135742800,277125600,216071600,-1
53.2599983215332,52.10749816894531,51.005001068115234,277125600,216071600,163448400,-1
52.10749816894531,51.005001068115234,48.334999084472656,216071600,163448400,209572000,-1
51.005001068115234,48.334999084472656,49.25,163448400,209572000,143299200,0
48.334999084472656,49.25,49.7599983215332,209572000,143299200,133457600,0
49.25,49.7599983215332,50.85749816894531,143299200,133457600,108038000,1
49.7599983215332,50.85749816894531,50.247501373291016,133457600,108038000,98478800,-1
50.85749816894531,50.247501373291016,50.119998931884766,108038000,98478800,89927600,-1
50.247501373291016,50.119998931884766,52.24250030517578,98478800,89927600,188874000,2
50.119998931884766,52.24250030517578,50.6875,89927600,188874000,146189600,-1
52.24250030517578,50.6875,50.435001373291016,188874000,146189600,108909600,-1
50.6875,50.435001373291016,51.625,146189600,108909600,110481600,1
50.435001373291016,51.625,52.587501525878906,108909600,110481600,97654400,0
51.625,52.587501525878906,52.59000015258789,110481600,97654400,107537200,0
52.587501525878906,52.59000015258789,53.15999984741211,97654400,107537200,86141600,0
52.59000015258789,53.15999984741211,53.1150016784668,107537200,86141600,89014800,-1
53.15999984741211,53.1150016784668,50.65999984741211,86141600,89014800,187272000,-1
53.1150016784668,50.65999984741211,51.622501373291016,89014800,187272000,104174400,0
50.65999984741211,51.622501373291016,51.040000915527344,187272000,104174400,103493200,-1
51.622501373291016,51.040000915527344,51.38249969482422,104174400,103493200,63755200,0
51.040000915527344,51.38249969482422,52.25249862670898,103493200,63755200,83962000,0
51.38249969482422,52.25249862670898,52.185001373291016,63755200,83962000,84573600,-1
52.25249862670898,52.185001373291016,51.42499923706055,83962000,84573600,80092000,-1
52.185001373291016,51.42499923706055,52.29750061035156,84573600,80092000,76752400,0
51.42499923706055,52.29750061035156,53.31999969482422,80092000,76752400,95654800,1
52.29750061035156,53.31999969482422,53.31499862670898,76752400,95654800,77449200,-1
53.31999969482422,53.31499862670898,53.54249954223633,95654800,77449200,109237600,0
53.31499862670898,53.54249954223633,54.17499923706055,77449200,109237600,127111600,0
53.54249954223633,54.17499923706055,55.897499084472656,109237600,127111600,177158400,1
54.17499923706055,55.897499084472656,55.772499084472656,127111600,177158400,128906800,-1
55.897499084472656,55.772499084472656,54.6875,177158400,128906800,159053200,-1
55.772499084472656,54.6875,54.97499847412109,128906800,159053200,84632400,0
54.6875,54.97499847412109,55.17499923706055,159053200,84632400,73274800,0
54.97499847412109,55.17499923706055,55.692501068115234,84632400,73274800,101360000,0
55.17499923706055,55.692501068115234,55.2400016784668,73274800,101360000,88242400,-1
55.692501068115234,55.2400016784668,54.432498931884766,101360000,88242400,221652400,-1
55.2400016784668,54.432498931884766,54.68000030517578,88242400,221652400,76662000,0
54.432498931884766,54.68000030517578,54.41999816894531,221652400,76662000,124763200,-1
54.68000030517578,54.41999816894531,55.25749969482422,76662000,124763200,87613600,0
54.41999816894531,55.25749969482422,54.97249984741211,124763200,87613600,75334000,-1
55.25749969482422,54.97249984741211,54.70500183105469,87613600,75334000,101408000,-1
54.97249984741211,54.70500183105469,55.99250030517578,75334000,101408000,103909600,1
54.70500183105469,55.99250030517578,56.147499084472656,101408000,103909600,139223200,0
55.99250030517578,56.147499084472656,54.7400016784668,103909600,139223200,138449200,-1
56.147499084472656,54.7400016784668,55.20500183105469,139223200,138449200,114426000,0
54.7400016784668,55.20500183105469,56.75249862670898,138449200,114426000,138478800,1
55.20500183105469,56.75249862670898,56.76499938964844,114426000,138478800,122306000,0
56.75249862670898,56.76499938964844,56.09999847412109,138478800,122306000,111820000,-1
56.76499938964844,56.09999847412109,56.75749969482422,122306000,111820000,74770400,0
56.09999847412109,56.75749969482422,57.522499084472656,111820000,74770400,113013600,0
56.75749969482422,57.522499084472656,59.0525016784668,74770400,113013600,166795600,1
57.522499084472656,59.0525016784668,58.96749877929688,113013600,166795600,96427600,-1
59.0525016784668,58.96749877929688,58.83000183105469,166795600,96427600,87360000,-1
58.96749877929688,58.83000183105469,58.59249877929688,96427600,87360000,73903200,-1
58.83000183105469,58.59249877929688,58.81999969482422,87360000,73903200,67585200,0
58.59249877929688,58.81999969482422,59.102500915527344,73903200,67585200,97433600,0
58.81999969482422,59.102500915527344,60.12749862670898,67585200,97433600,87247200,1
59.102500915527344,60.12749862670898,59.9900016784668,97433600,87247200,82293600,-1
60.12749862670898,59.9900016784668,60.79499816894531,87247200,82293600,75828800,0
59.9900016784668,60.79499816894531,60.89500045776367,82293600,75828800,69275200,0
60.79499816894531,60.89500045776367,61.64500045776367,75828800,69275200,73477200,0
60.89500045776367,61.64500045776367,62.26250076293945,69275200,73477200,96572800,0
61.64500045776367,62.26250076293945,60.8224983215332,73477200,96572800,142839600,-1
62.26250076293945,60.8224983215332,60.81499862670898,96572800,142839600,124522000,-1
60.8224983215332,60.81499862670898,62.18999862670898,142839600,124522000,139162000,1
60.81499862670898,62.18999862670898,63.95500183105469,124522000,139162000,151125200,1
62.18999862670898,63.95500183105469,64.375,139162000,151125200,103272000,0
63.95500183105469,64.375,64.28250122070312,151125200,103272000,79897600,-1
64.375,64.28250122070312,64.30999755859375,103272000,79897600,75864400,0
64.28250122070312,64.30999755859375,64.85749816894531,79897600,75864400,94940400,0
64.30999755859375,64.85749816894531,65.03500366210938,75864400,94940400,69986400,0
64.85749816894531,65.03500366210938,65.55000305175781,94940400,69986400,81821200,0
65.03500366210938,65.55000305175781,65.48999786376953,69986400,81821200,87388800,-1
65.55000305175781,65.48999786376953,66.11750030517578,81821200,87388800,102734400,0
65.48999786376953,66.11750030517578,65.66000366210938,87388800,102734400,89182800,-1
66.11750030517578,65.66000366210938,66.44000244140625,102734400,89182800,100206400,0
65.66000366210938,66.44000244140625,66.7750015258789,89182800,100206400,86703200,0
66.44000244140625,66.7750015258789,66.57250213623047,100206400,86703200,76167200,-1
66.7750015258789,66.57250213623047,65.79750061035156,86703200,76167200,106234400,-1
66.57250213623047,65.79750061035156,65.50250244140625,76167200,106234400,121395200,-1
65.79750061035156,65.50250244140625,65.44499969482422,106234400,121395200,65325200,-1
65.50250244140625,65.44499969482422,66.59249877929688,121395200,65325200,84020400,1
65.44499969482422,66.59249877929688,66.07250213623047,65325200,84020400,105207600,-1
66.59249877929688,66.07250213623047,66.95999908447266,84020400,105207600,65235600,0
66.07250213623047,66.95999908447266,66.8125,105207600,65235600,46617600,-1
66.95999908447266,66.8125,66.04000091552734,65235600,46617600,94487200,-1
66.8125,66.04000091552734,64.86250305175781,46617600,94487200,114430400,-1
66.04000091552734,64.86250305175781,65.43499755859375,94487200,114430400,67181600,0
64.86250305175781,65.43499755859375,66.3949966430664,114430400,67181600,74424400,0
65.43499755859375,66.3949966430664,67.67749786376953,67181600,74424400,106075600,1
66.3949966430664,67.67749786376953,66.7300033569336,74424400,106075600,128042400,-1
67.67749786376953,66.7300033569336,67.12000274658203,106075600,128042400,90420400,0
66.7300033569336,67.12000274658203,67.69249725341797,128042400,90420400,78756800,0
67.12000274658203,67.69249725341797,67.86499786376953,90420400,78756800,137310400,0
67.69249725341797,67.86499786376953,68.7874984741211,78756800,137310400,133587600,0
67.86499786376953,68.7874984741211,69.96499633789062,137310400,133587600,128186000,1
68.7874984741211,69.96499633789062,70.10250091552734,133587600,128186000,114158400,0
69.96499633789062,70.10250091552734,69.93499755859375,128186000,114158400,116028400,-1
70.10250091552734,69.93499755859375,70.00499725341797,114158400,116028400,98369200,0
69.93499755859375,70.00499725341797,69.86000061035156,116028400,98369200,275978000,-1
70.00499725341797,69.86000061035156,71.0,98369200,275978000,98572000,1
69.86000061035156,71.0,71.06749725341797,275978000,98572000,48478800,0
71.0,71.06749725341797,72.47750091552734,98572000,48478800,93121200,1
71.06749725341797,72.47750091552734,72.44999694824219,48478800,93121200,146266000,-1
72.47750091552734,72.44999694824219,72.87999725341797,93121200,146266000,144114400,0
72.44999694824219,72.87999725341797,73.4124984741211,146266000,144114400,100805600,0
72.87999725341797,73.4124984741211,75.0875015258789,144114400,100805600,135480400,1
73.4124984741211,75.0875015258789,74.35749816894531,100805600,135480400,146322800,-1
75.0875015258789,74.35749816894531,74.94999694824219,135480400,146322800,118387200,0
74.35749816894531,74.94999694824219,74.59750366210938,146322800,118387200,108872000,-1
74.94999694824219,74.59750366210938,75.79750061035156,118387200,108872000,132079200,1
74.59750366210938,75.79750061035156,77.40750122070312,108872000,132079200,170108400,1
75.79750061035156,77.40750122070312,77.5824966430664,132079200,170108400,140644800,0
77.40750122070312,77.5824966430664,79.23999786376953,170108400,140644800,121532000,1
77.5824966430664,79.23999786376953,78.16999816894531,140644800,121532000,161954400,-1
79.23999786376953,78.16999816894531,77.83499908447266,121532000,161954400,121923600,-1
78.16999816894531,77.83499908447266,78.80999755859375,161954400,121923600,108829200,0
77.83499908447266,78.80999755859375,79.68250274658203,121923600,108829200,137816400,0
78.80999755859375,79.68250274658203,79.14250183105469,108829200,137816400,110843200,-1
79.68250274658203,79.14250183105469,79.42500305175781,137816400,110843200,101832400,0
79.14250183105469,79.42500305175781,79.80750274658203,110843200,101832400,104472000,0
79.42500305175781,79.80750274658203,79.57749938964844,101832400,104472000,146537600,-1
79.80750274658203,79.57749938964844,77.23750305175781,104472000,146537600,161940000,-1
79.57749938964844,77.23750305175781,79.42250061035156,146537600,161940000,162234000,2
77.23750305175781,79.42250061035156,81.08499908447266,161940000,162234000,216229200,1
79.42250061035156,81.08499908447266,80.96749877929688,162234000,216229200,126743200,-1
81.08499908447266,80.96749877929688,77.37750244140625,216229200,126743200,199588400,-1
80.96749877929688,77.37750244140625,77.16500091552734,126743200,199588400,173788400,-1
77.37750244140625,77.16500091552734,79.7125015258789,199588400,173788400,136616400,2
77.16500091552734,79.7125015258789,80.36250305175781,173788400,136616400,118826800,0
79.7125015258789,80.36250305175781,81.30249786376953,136616400,118826800,105425600,0
80.36250305175781,81.30249786376953,80.00749969482422,118826800,105425600,117684000,-1
81.30249786376953,80.00749969482422,80.38749694824219,105425600,117684000,109348800,0
80.00749969482422,80.38749694824219,79.90249633789062,117684000,109348800,94323200,-1
80.38749694824219,79.90249633789062,81.80000305175781,109348800,94323200,113730400,1
79.90249633789062,81.80000305175781,81.21749877929688,94323200,113730400,94747600,-1
81.80000305175781,81.21749877929688,81.23750305175781,113730400,94747600,80113600,0
81.21749877929688,81.23750305175781,79.75,94747600,80113600,152531200,-1
81.23750305175781,79.75,80.90499877929688,80113600,152531200,93984000,1
79.75,80.90499877929688,80.07499694824219,152531200,93984000,100566000,-1
80.90499877929688,80.07499694824219,78.26249694824219,93984000,100566000,129554000,-1
80.07499694824219,78.26249694824219,74.54499816894531,100566000,129554000,222195200,-1
78.26249694824219,74.54499816894531,72.0199966430664,129554000,222195200,230673600,-1
74.54499816894531,72.0199966430664,73.1624984741211,222195200,230673600,198054800,1
72.0199966430664,73.1624984741211,68.37999725341797,230673600,198054800,320605600,-1
73.1624984741211,68.37999725341797,68.33999633789062,198054800,320605600,426510000,-1
68.37999725341797,68.33999633789062,74.70249938964844,320605600,426510000,341397200,2
68.33999633789062,74.70249938964844,72.33000183105469,426510000,341397200,319475600,-1
74.70249938964844,72.33000183105469,75.68499755859375,341397200,319475600,219178400,2
72.33000183105469,75.68499755859375,73.2300033569336,319475600,219178400,187572800,-1
75.68499755859375,73.2300033569336,72.25749969482422,219178400,187572800,226176800,-1
73.2300033569336,72.25749969482422,66.5425033569336,187572800,226176800,286744800,-1
72.25749969482422,66.5425033569336,71.33499908447266,226176800,286744800,285290000,2
66.5425033569336,71.33499908447266,68.85749816894531,286744800,285290000,255598800,-1
71.33499908447266,68.85749816894531,62.057498931884766,285290000,255598800,418474000,-1
68.85749816894531,62.057498931884766,69.49250030517578,255598800,418474000,370732000,2
62.057498931884766,69.49250030517578,60.5525016784668,418474000,370732000,322423600,-1
69.49250030517578,60.5525016784668,63.21500015258789,370732000,322423600,324056000,2
60.5525016784668,63.21500015258789,61.66749954223633,322423600,324056000,300233600,-1
63.21500015258789,61.66749954223633,61.19499969482422,324056000,300233600,271857200,-1
61.66749954223633,61.19499969482422,57.310001373291016,300233600,271857200,401693200,-1
61.19499969482422,57.310001373291016,56.09249877929688,271857200,401693200,336752800,-1
57.310001373291016,56.09249877929688,61.720001220703125,401693200,336752800,287531200,2
56.09249877929688,61.720001220703125,61.380001068115234,336752800,287531200,303602000,-1
61.720001220703125,61.380001068115234,64.61000061035156,287531200,303602000,252087200,2
61.380001068115234,64.61000061035156,61.935001373291016,303602000,252087200,204216800,-1
64.61000061035156,61.935001373291016,63.70249938964844,252087200,204216800,167976400,1
61.935001373291016,63.70249938964844,63.5724983215332,204216800,167976400,197002000,-1
63.70249938964844,63.5724983215332,60.227500915527344,167976400,197002000,176218400,-1
63.5724983215332,60.227500915527344,61.23249816894531,197002000,176218400,165934000,1
60.227500915527344,61.23249816894531,60.352500915527344,176218400,165934000,129880000,-1
61.23249816894531,60.352500915527344,65.61750030517578,165934000,129880000,201820400,2
60.352500915527344,65.61750030517578,64.85749816894531,129880000,201820400,202887200,-1
65.61750030517578,64.85749816894531,66.51750183105469,201820400,202887200,168895200,1
64.85749816894531,66.51750183105469,66.99749755859375,202887200,168895200,161834800,0
66.51750183105469,66.99749755859375,68.3125,168895200,161834800,131022800,1
66.99749755859375,68.3125,71.76249694824219,161834800,131022800,194994800,2
68.3125,71.76249694824219,71.10749816894531,131022800,194994800,131154400,-1
71.76249694824219,71.10749816894531,71.67250061035156,194994800,131154400,157125200,0
71.10749816894531,71.67250061035156,70.69999694824219,131154400,157125200,215250000,-1
71.67250061035156,70.69999694824219,69.23249816894531,157125200,215250000,130015200,-1
70.69999694824219,69.23249816894531,67.09249877929688,215250000,130015200,180991600,-1
69.23249816894531,67.09249877929688,69.0250015258789,130015200,180991600,116862400,1
67.09249877929688,69.0250015258789,68.75749969482422,180991600,116862400,124814400,-1
69.0250015258789,68.75749969482422,70.74250030517578,116862400,124814400,126161200,1
68.75749969482422,70.74250030517578,70.7925033569336,124814400,126161200,117087600,0
70.74250030517578,70.7925033569336,69.6449966430664,126161200,117087600,112004800,-1
70.7925033569336,69.6449966430664,71.93250274658203,117087600,112004800,137280800,2
69.6449966430664,71.93250274658203,73.44999694824219,112004800,137280800,183064000,1
71.93250274658203,73.44999694824219,72.26750183105469,137280800,183064000,240616800,-1
73.44999694824219,72.26750183105469,73.29000091552734,183064000,240616800,133568000,1
72.26750183105469,73.29000091552734,74.38999938964844,240616800,133568000,147751200,1
73.29000091552734,74.38999938964844,75.15750122070312,133568000,147751200,142333600,0
74.38999938964844,75.15750122070312,75.93499755859375,147751200,142333600,115215200,0
75.15750122070312,75.93499755859375,77.53250122070312,142333600,115215200,133838400,1
75.93499755859375,77.53250122070312,78.75250244140625,115215200,133838400,145946400,1
77.53250122070312,78.75250244140625,77.85250091552734,133838400,145946400,162301200,-1
78.75250244140625,77.85250091552734,76.9124984741211,145946400,162301200,200622400,-1
77.85250091552734,76.9124984741211,77.38500213623047,162301200,200622400,158929200,0
76.9124984741211,77.38500213623047,76.92749786376953,200622400,158929200,166348400,-1
77.38500213623047,76.92749786376953,78.73999786376953,158929200,166348400,135178400,1
76.92749786376953,78.73999786376953,78.28500366210938,166348400,135178400,101729600,-1
78.73999786376953,78.28500366210938,79.80750274658203,135178400,101729600,111504800,1
78.28500366210938,79.80750274658203,79.2125015258789,101729600,111504800,102688800,-1
79.80750274658203,79.2125015258789,79.72250366210938,111504800,102688800,81803200,0
79.2125015258789,79.72250366210938,79.18250274658203,102688800,81803200,125522000,-1
79.72250366210938,79.18250274658203,79.52749633789062,81803200,125522000,112945200,0
79.18250274658203,79.52749633789062,79.5625,125522000,112945200,133560800,0
79.52749633789062,79.5625,79.48500061035156,112945200,133560800,153532400,-1
79.5625,79.48500061035156,80.4625015258789,133560800,153532400,80791200,0
79.48500061035156,80.4625015258789,80.83499908447266,153532400,80791200,87642800,0
80.4625015258789,80.83499908447266,81.27999877929688,80791200,87642800,104491200,0
80.83499908447266,81.27999877929688,80.58000183105469,87642800,104491200,87560400,-1
81.27999877929688,80.58000183105469,82.875,104491200,87560400,137250400,2
80.58000183105469,82.875,83.36499786376953,87560400,137250400,95654400,0
82.875,83.36499786376953,85.99749755859375,137250400,95654400,147712400,2
83.36499786376953,85.99749755859375,88.20999908447266,95654400,147712400,166651600,2
85.99749755859375,88.20999908447266,83.9749984741211,147712400,166651600,201662400,-1
88.20999908447266,83.9749984741211,84.69999694824219,166651600,201662400,200146000,0
83.9749984741211,84.69999694824219,85.74749755859375,201662400,200146000,138808800,1
84.69999694824219,85.74749755859375,88.0199966430664,200146000,138808800,165428800,2
85.74749755859375,88.0199966430664,87.89749908447266,138808800,165428800,114406400,-1
88.0199966430664,87.89749908447266,87.93250274658203,165428800,114406400,96820400,0
