Closing_5,Closing_4,Closing_3,Closing_2,Closing_1,SMA_5_5,SMA_5_4,SMA_5_3,SMA_5_2,SMA_5_1,EMA_5_5,EMA_5_4,EMA_5_3,EMA_5_2,EMA_5_1,RSI_5,RSI_4,RSI_3,RSI_2,RSI_1,MACD_5,MACD_4,MACD_3,MACD_2,MACD_1,Signal_Line_5,Signal_Line_4,Signal_Line_3,Signal_Line_2,Signal_Line_1,BB_upper_5,BB_upper_4,BB_upper_3,BB_upper_2,BB_upper_1,BB_lower_5,BB_lower_4,BB_lower_3,BB_lower_2,BB_lower_1,Action
54.45299911499024,55.81850051879883,55.53749847412109,56.63999938964844,57.29949951171875,53.846499633789065,54.27119979858399,54.46879959106445,55.09599914550781,55.94969940185547,53.88367537322283,54.52861708841483,54.86491088365025,55.45660705231632,56.07090453878379,53.71324245470663,60.61417925569037,62.79135446916914,70.12470301958976,67.24103668635792,0.3644111811583457,0.5025895829697689,0.5827053804492124,0.7267824414743345,0.8839906051039037,0.3762147317183998,0.4014897019686736,0.4377328376647814,0.495542758426692,0.5732323277621344,55.37605309570584,55.72814698028259,55.632759530868846,56.16346950788194,56.77991650360462,51.629846333615454,51.63035254669495,52.19918970313994,51.97892970781631,51.75048281890515,0
55.81850051879883,55.53749847412109,56.63999938964844,57.29949951171875,55.76150131225586,54.27119979858399,54.46879959106445,55.09599914550781,55.94969940185547,56.21139984130859,54.52861708841483,54.86491088365025,55.45660705231632,56.07090453878379,55.96777012994116,60.61417925569037,62.79135446916914,70.12470301958976,67.24103668635792,57.560250101941854,0.5025895829697689,0.5827053804492124,0.7267824414743345,0.8839906051039037,0.8743961122057726,0.4014897019686736,0.4377328376647814,0.495542758426692,0.5732323277621344,0.633465084650862,55.72814698028259,55.632759530868846,56.16346950788194,56.77991650360462,56.95339875043079,51.63035254669495,52.19918970313994,51.97892970781631,51.75048281890515,51.771750785702025,-1
55.53749847412109,56.63999938964844,57.29949951171875,55.76150131225586,54.93550109863281,54.46879959106445,55.09599914550781,55.94969940185547,56.21139984130859,56.03479995727539,54.86491088365025,55.45660705231632,56.07090453878379,55.96777012994116,55.62368045283839,62.79135446916914,70.12470301958976,67.24103668635792,57.560250101941854,51.88112128023437,0.5827053804492124,0.7267824414743345,0.8839906051039037,0.8743961122057726,0.7910226763731316,0.4377328376647814,0.495542758426692,0.5732323277621344,0.633465084650862,0.6649766029953159,55.632759530868846,56.16346950788194,56.77991650360462,56.95339875043079,57.00781235508969,52.19918970313994,51.97892970781631,51.75048281890515,51.771750785702025,51.83758712000796,-1
56.63999938964844,57.29949951171875,55.76150131225586,54.93550109863281,54.75299835205078,55.09599914550781,55.94969940185547,56.21139984130859,56.03479995727539,55.877899932861325,55.45660705231632,56.07090453878379,55.96777012994116,55.62368045283839,55.33345308590919,70.12470301958976,67.24103668635792,57.560250101941854,51.88112128023437,49.30271158297089,0.7267824414743345,0.8839906051039037,0.8743961122057726,0.7910226763731316,0.7021284813196687,0.495542758426692,0.5732323277621344,0.633465084650862,0.6649766029953159,0.6724069786601865,56.16346950788194,56.77991650360462,56.95339875043079,57.00781235508969,57.03732646696883,51.97892970781631,51.75048281890515,51.771750785702025,51.83758712000796,51.93172298676652,-1
57.29949951171875,55.76150131225586,54.93550109863281,54.75299835205078,54.7504997253418,55.94969940185547,56.21139984130859,56.03479995727539,55.877899932861325,55.5,56.07090453878379,55.96777012994116,55.62368045283839,55.33345308590919,55.13913529905339,67.24103668635792,57.560250101941854,51.88112128023437,49.30271158297089,56.06878211447224,0.8839906051039037,0.8743961122057726,0.7910226763731316,0.7021284813196687,0.624281247379983,0.5732323277621344,0.633465084650862,0.6649766029953159,0.6724069786601865,0.6627818324041458,56.77991650360462,56.95339875043079,57.00781235508969,57.03732646696883,57.015898780747534,51.75048281890515,51.771750785702025,51.83758712000796,51.93172298676652,52.142250557021015,-1
55.76150131225586,54.93550109863281,54.75299835205078,54.7504997253418,56.06850051879883,56.21139984130859,56.03479995727539,55.877899932861325,55.5,55.25380020141601,55.96777012994116,55.62368045283839,55.33345308590919,55.13913529905339,55.44892370563521,57.560250101941854,51.88112128023437,49.30271158297089,56.06878211447224,60.26537335035132,0.8743961122057726,0.7910226763731316,0.7021284813196687,0.624281247379983,0.6613151730035156,0.633465084650862,0.6649766029953159,0.6724069786601865,0.6627818324041458,0.6624885005240198,56.95339875043079,57.00781235508969,57.03732646696883,57.015898780747534,57.02757332860458,51.771750785702025,51.83758712000796,51.93172298676652,52.142250557021015,52.51397597254287,1
54.93550109863281,54.75299835205078,54.7504997253418,56.06850051879883,56.007999420166016,56.03479995727539,55.877899932861325,55.5,55.25380020141601,55.30309982299805,55.62368045283839,55.33345308590919,55.13913529905339,55.44892370563521,55.63528227714548,51.88112128023437,49.30271158297089,56.06878211447224,60.26537335035132,60.38989323584859,0.7910226763731316,0.7021284813196687,0.624281247379983,0.6613151730035156,0.6779677031822615,0.6649766029953159,0.6724069786601865,0.6627818324041458,0.6624885005240198,0.6655843410556682,57.00781235508969,57.03732646696883,57.015898780747534,57.02757332860458,57.156703342388816,51.83758712000796,51.93172298676652,52.142250557021015,52.51397597254287,52.59989608388072,-1
54.75299835205078,54.7504997253418,56.06850051879883,56.007999420166016,56.08349990844727,55.877899932861325,55.5,55.25380020141601,55.30309982299805,55.53269958496094,55.33345308590919,55.13913529905339,55.44892370563521,55.63528227714548,55.78468815424608,49.30271158297089,56.06878211447224,60.26537335035132,60.38989323584859,57.40919189436484,0.7021284813196687,0.624281247379983,0.6613151730035156,0.6779677031822615,0.6893112606133229,0.6724069786601865,0.6627818324041458,0.6624885005240198,0.6655843410556682,0.6703297249671991,57.03732646696883,57.015898780747534,57.02757332860458,57.156703342388816,57.28403771460013,51.93172298676652,52.142250557021015,52.51397597254287,52.59989608388072,52.67606169641061,0
54.7504997253418,56.06850051879883,56.007999420166016,56.08349990844727,55.682498931884766,55.5,55.25380020141601,55.30309982299805,55.53269958496094,55.71859970092773,55.13913529905339,55.44892370563521,55.63528227714548,55.78468815424608,55.75062508012565,56.06878211447224,60.26537335035132,60.38989323584859,57.40919189436484,61.2206780505555,0.624281247379983,0.6613151730035156,0.6779677031822615,0.6893112606133229,0.6583545822866554,0.6627818324041458,0.6624885005240198,0.6655843410556682,0.6703297249671991,0.6679346964310904,57.015898780747534,57.02757332860458,57.156703342388816,57.28403771460013,57.35197018813746,52.142250557021015,52.51397597254287,52.59989608388072,52.67606169641061,52.72687922287327,-1
56.06850051879883,56.007999420166016,56.08349990844727,55.682498931884766,55.928001403808594,55.25380020141601,55.30309982299805,55.53269958496094,55.71859970092773,55.95410003662109,55.44892370563521,55.63528227714548,55.78468815424608,55.75062508012565,55.809750521353294,60.26537335035132,60.38989323584859,57.40919189436484,61.2206780505555,65.27953489719638,0.6613151730035156,0.6779677031822615,0.6893112606133229,0.6583545822866554,0.6461824009330499,0.6624885005240198,0.6655843410556682,0.6703297249671991,0.6679346964310904,0.6635842373314824,57.02757332860458,57.156703342388816,57.28403771460013,57.35197018813746,57.43535759706099,52.51397597254287,52.59989608388072,52.67606169641061,52.72687922287327,52.744992134384326,0
