Date,Closing,Volume,EMA_5,RSI,MACD,BB_upper,BB_lower,Price_Difference
2019-01-30,106.37999725341795,49471900,105.44523614370874,55.25137530504311,1.1086163965281486,109.16181574953644,99.07918461667448,
2019-01-31,104.43000030517578,55636400,105.1068241975311,51.94198084545337,0.9706089273484791,109.12586954184806,99.44613058022225,-1.9499969482421733
2019-02-01,102.77999877929688,35535700,104.33121572478636,49.954985857112575,0.7197982935638265,108.24479935687394,100.86520049053816,-1.6500015258789062
2019-02-04,105.73999786376952,31315100,104.80080977111407,57.55218393503987,0.7512166892908851,108.25360282393696,101.23739677933452,2.959999084472642
2019-02-05,107.22000122070312,27325400,105.60720692097708,54.814815061063406,0.8853343133989284,108.43822024325178,101.56877972623064,1.480003356933608
2019-02-06,106.02999877929688,20609800,105.74813754041702,51.3672730704161,0.8853939744152939,108.4645642680311,101.86543527420524,-1.19000244140625
2019-02-07,105.2699966430664,29760700,105.58875724130016,48.2135217667104,0.8147238065160849,108.48765655834023,101.94234298389608,-0.7600021362304688
2019-02-08,105.66999816894533,21461100,105.6158375505152,45.48672333349203,0.7819797932005912,108.50592211120384,102.13107740051493,0.40000152587892046
2019-02-11,105.25,18914100,105.49389170034348,48.97570188437704,0.7139100736421113,108.40108969274593,102.48090951379704,-0.4199981689453267
2019-02-12,106.88999938964844,25056600,105.9592609301118,50.41666740252653,0.783269531582306,108.2397077437141,103.12629109661792,1.6399993896484375
2019-02-13,106.80999755859376,18394900,106.24283980627249,51.44071956332614,0.822302926276592,108.35654217593812,103.18945620663024,-0.08000183105467329
2019-02-14,106.9000015258789,21784700,106.46189371280796,49.334655912066026,0.8506934759056577,108.47297634916508,103.2250224606494,0.09000396728514204
2019-02-15,108.22000122070312,26606900,107.047929548773,58.04302946305808,0.9685413924283068,108.78364198370625,103.12435667352032,1.3199996948242188
2019-02-19,108.16999816894533,18038500,107.4219524221638,65.00284953160013,1.0458460249775785,108.87342917781984,103.08056938785398,-0.05000305175779829
2019-02-20,107.1500015258789,21607700,107.33130212340218,52.56496925879546,1.0131266057333477,108.98948896039435,103.11150972734978,-1.0199966430664205
2019-02-21,109.41000366210938,29063200,108.0242026363046,66.25325879906873,1.156231201458013,109.47873707626614,102.89226206924168,2.2600021362304688
2019-02-22,110.97000122070312,27763200,109.00613549777076,76.8877102214777,1.3796180124525392,110.35148222002536,102.49651735272852,1.55999755859375
2019-02-25,111.58999633789062,23750600,109.8674224444774,72.69199103413459,1.5883723265691572,111.19700328744172,102.09299610220673,0.6199951171875
2019-02-26,112.36000061035156,21536700,110.69828183310212,71.10014795252991,1.7952500094885409,112.15907571700345,101.85892355057469,0.7700042724609375
2019-02-27,112.16999816894533,21487100,111.18885394504989,77.45972733464093,1.921718084717881,112.73817890668928,102.20281993364276,-0.1900024414062358
2019-02-28,112.02999877929688,29083900,111.46923555646556,82.00757014740763,1.9877347953704287,113.3689324252583,102.13706656766163,-0.1399993896484517
2019-03-01,112.52999877929688,23501200,111.82282329740931,82.17635203417049,2.056691080977174,113.93099895789658,102.38499988243548,0.5
2019-03-04,112.26000213623048,26608000,111.9685495770164,83.34919463082397,2.06574039212272,114.09413238149114,103.16986679453424,-0.26999664306639204
