Date,Closing,Volume,SMA_5,SMA_10,EMA_5,EMA_10,RSI,MACD,Signal_Line,SMA_20,BB_upper,BB_lower,PCA,Price_Difference
2019-01-30,54.45299911499024,25596000,53.846499633789065,53.99934959411621,53.88367537322283,53.79839844269381,53.71324245470663,0.3644111811583457,0.3762147317183998,53.502949714660645,55.37605309570584,51.629846333615454,-44.246390644431294,
2019-01-31,55.81850051879883,30766000,54.27119979858399,54.17634963989258,54.52861708841483,54.165689729258354,60.61417925569037,0.5025895829697689,0.4014897019686736,53.67924976348877,55.72814698028259,51.63035254669495,-42.88088924062271,1.3655014038085866
2019-02-01,55.53749847412109,29244000,54.46879959106445,54.28059959411621,54.86491088365025,54.415109501051575,62.79135446916914,0.5827053804492124,0.4377328376647814,53.9159746170044,55.632759530868846,52.19918970313994,-43.16189128530045,-0.2810020446777415
2019-02-04,56.63999938964844,51530000,55.09599914550781,54.45329971313477,55.45660705231632,54.81963493534191,70.12470301958976,0.7267824414743345,0.495542758426692,54.07119960784912,56.16346950788194,51.97892970781631,-42.0593903697731,1.1025009155273509
2019-02-05,57.29949951171875,71044000,55.94969940185547,54.83064956665039,56.07090453878379,55.27051940377406,67.24103668635792,0.8839906051039037,0.5732323277621344,54.26519966125488,56.77991650360462,51.75048281890515,-41.39989024770279,0.6595001220703125
2019-02-06,55.76150131225586,42112000,56.21139984130859,55.02894973754883,55.96777012994116,55.35978884167984,57.560250101941854,0.8743961122057726,0.633465084650862,54.36257476806641,56.95339875043079,51.771750785702025,-42.93788844716568,-1.5379981994628906
2019-02-07,54.93550109863281,40896000,56.03479995727539,55.15299987792969,55.62368045283839,55.28264561567129,51.88112128023437,0.7910226763731316,0.6649766029953159,54.422699737548825,57.00781235508969,51.83758712000796,-43.76388866078872,-0.8260002136230469
2019-02-08,54.75299835205078,21516000,55.877899932861325,55.17334976196289,55.33345308590919,55.18634611319484,49.30271158297089,0.7021284813196687,0.6724069786601865,54.48452472686768,57.03732646696883,51.93172298676652,-43.946391407370754,-0.18250274658203125
2019-02-11,54.7504997253418,21304000,55.5,55.29799957275391,55.13913529905339,55.10710131540337,56.06878211447224,0.624281247379983,0.6627818324041458,54.57907466888428,57.015898780747534,52.142250557021015,-43.94889003407974,-0.002498626708984375
2019-02-12,56.06850051879883,32182000,55.25380020141601,55.60174980163574,55.44892370563521,55.28190117056618,60.26537335035132,0.6613151730035156,0.6624885005240198,54.77077465057373,57.02757332860458,52.51397597254287,-42.63088924062271,1.3180007934570312
2019-02-13,56.007999420166016,20996000,55.30309982299805,55.75724983215332,55.63528227714548,55.41391903412978,60.38989323584859,0.6779677031822615,0.6655843410556682,54.878299713134766,57.156703342388816,52.59989608388072,-42.69139033925552,-0.0605010986328125
2019-02-14,56.08349990844727,18952000,55.53269958496094,55.78374977111817,55.78468815424608,55.53566101127842,57.40919189436484,0.6893112606133229,0.6703297249671991,54.98004970550537,57.28403771460013,52.67606169641061,-42.61588985097426,0.0755004882812571
2019-02-15,55.682498931884766,28996000,55.71859970092773,55.79824981689453,55.75062508012565,55.56235881502503,61.2206780505555,0.6583545822866554,0.6679346964310904,55.03942470550537,57.35197018813746,52.72687922287327,-43.01689082753677,-0.4010009765625071
2019-02-19,55.928001403808594,20928000,55.95410003662109,55.72705001831055,55.809750521353294,55.62883928571294,65.27953489719638,0.6461824009330499,0.6635842373314824,55.09017486572266,57.43535759706099,52.744992134384326,-42.77138835561294,0.24550247192382812
2019-02-20,55.68999862670898,21756000,55.87839965820312,55.56609992980957,55.76983322313853,55.63995916589404,57.45538567651443,0.6102959130847196,0.6529265724821299,55.19837474822998,57.43695719457819,52.95979230188177,-43.00939113271256,-0.23800277709961648
2019-02-21,54.8484992980957,28302000,55.64649963378906,55.47479972839356,55.462721914790926,55.49605737174889,43.75965084672224,0.5080966281508168,0.6239605836158674,55.25187473297119,57.39676174700966,53.10698771893272,-43.85089046132583,-0.8414993286132741
2019-02-22,55.51850128173828,20990000,55.53349990844727,55.5330997467041,55.48131503710671,55.50013808265605,49.88361005160426,0.4756831400384698,0.5943050949003879,55.34304981231689,57.36052809078524,53.32557153384855,-43.18088847768325,0.6700019836425781
2019-02-25,55.470001220703125,28262000,55.49100036621094,55.60480003356933,55.47754376497218,55.49465865321006,41.7687031013494,0.4409981158218485,0.56364369908468,55.38907489776612,57.37203211418144,53.40611768135079,-43.22938853871841,-0.04850006103515625
2019-02-26,55.75650024414063,29426000,55.45670013427734,55.70540008544922,55.57052925802834,55.54226621519743,38.54323393456004,0.4316522426976092,0.5372454078072659,55.50169982910156,57.27906508137192,53.7243345768312,-42.9428895152809,0.2864990234375071
2019-02-27,55.8025016784668,19368000,55.479200744628905,55.67880020141602,55.6478533981745,55.58958175397368,50.39107470589348,0.4230804936411374,0.5144124249740403,55.64027500152588,56.986414368857446,54.29413563419431,-42.89688808095474,0.04600143432616477
2019-02-28,55.99599838256836,30850000,55.70870056152344,55.67760009765625,55.76390172630579,55.66347568644543,61.50336614653803,0.4269789402216162,0.4969257280235555,55.71742496490479,56.9490525520228,54.48579737778677,-42.703391376853176,0.1934967041015625
2019-03-01,57.04949951171875,29006000,56.01490020751953,55.7742000579834,56.19243432144344,55.9154800183133,70.95153972834623,0.5092073979565299,0.4993820620101504,55.77897491455078,57.147319618972055,54.410630210129504,-41.64989024770279,1.0535011291503906
2019-03-04,57.38999938964844,28920000,56.39889984130859,55.944950103759766,56.59162267751178,56.18357444946515,72.6819280568181,0.5949908534189419,0.5185038202919088,55.871599960327146,57.41119972711815,54.33200019353614,-41.3093903697731,0.3404998779296875
2019-03-05,58.10150146484375,28864000,56.86790008544922,56.16230010986328,57.09491560662244,56.532288452261255,69.5030436281423,0.7121775911510184,0.5572385744637307,55.94467506408692,57.753103807505845,54.13624632066799,-40.597888294577785,0.7115020751953125
2019-03-06,57.89300155639648,21986000,57.28600006103515,56.38260040283203,57.36094425654712,56.77969083483129,67.5839481201968,0.7792421070347473,0.6016392809779341,55.9743501663208,57.89253371349,54.0561666191516,-40.80638820302506,-0.20849990844727273
2019-03-07,57.165000915527344,23332000,57.51980056762695,56.6142505645752,57.295629809540536,56.84974721313967,58.993758815031306,0.7648311540306238,0.634277655588472,56.044525146484375,58.03138395205693,54.05766634091182,-41.53438884389419,-0.7280006408691335
2019-03-08,57.11600112915039,24248000,57.53310089111328,56.774000549316405,57.23575358274383,56.8981570160507,62.66231228114631,0.7409156819200504,0.6556052608547878,56.153550148010254,58.12340373656627,54.18369655945424,-41.583388630271145,-0.048999786376953125
2019-03-11,58.78799819946289,34384000,57.81270065307617,57.105800247192384,57.75316845498352,57.24176450394383,70.17776258669458,0.8471136887880348,0.6939069464414372,56.35530014038086,58.53637882212744,54.174221458634285,-39.911391559958645,1.6719970703125
2019-03-12,59.65999984741211,40262000,58.12440032958985,57.496150207519534,58.38877891912638,57.68144365730169,75.70911070773232,0.9902249231929404,0.7531705417917379,56.60077514648437,59.10284760262599,54.09870269034276,-39.03938991200943,0.8720016479492188
2019-03-13,59.66600036621094,28718000,58.479000091552734,57.88250007629394,58.8145194014879,58.04227214983064,84.98293345181948,1.0915431690474833,0.8208450672428871,56.78065013885498,59.61658237565697,53.94471790205299,-39.0333893932106,0.006000518798828125
2019-03-14,59.27750015258789,23456000,58.90149993896485,58.210650253295896,58.96884631852124,58.26685905942286,78.46001528420476,1.1274928526724608,0.8821746243288019,56.94412517547608,59.96352628206562,53.924724068886526,-39.421889606833645,-0.3885002136230469
2019-03-15,59.22299957275391,49236000,59.32289962768554,58.42800025939941,59.053564069932136,58.44070278911942,78.38878975422048,1.1384620132161205,0.9334321021062656,57.10110015869141,60.255528598468814,53.946671718914,-39.47639018666762,-0.05450057983397727
2019-03-18,59.2130012512207,25852000,59.40790023803711,58.61030044555664,59.10670979702833,58.58112069131965,77.28744814908727,1.133284571887664,0.9734025960625454,57.277625274658206,60.49235989301035,54.06289065630606,-39.48638850820083,-0.00999832153321023
2019-03-19,59.942501068115234,30414000,59.46440048217774,58.79440040588379,59.38530688739064,58.82864439619157,79.49978906898966,1.174506965677331,1.0136234699855025,57.47835025787354,60.83639579499623,54.120304720750845,-38.7568886913063,0.7294998168945312
2019-03-20,61.19850158691406,44548000,59.77090072631836,59.12495040893555,59.98970512056511,59.25952752177747,82.19569186489285,1.2936127917622713,1.0696213343408565,57.753775405883786,61.386590054863404,54.12096075690417,-37.50088817250747,1.2560005187988281
