Date,Closing,Volume,SMA_5,SMA_10,EMA_5,EMA_10,RSI,MACD,Signal_Line,SMA_20,BB_upper,BB_lower,PCA,Price_Difference
2019-01-30,106.37999725341795,49471900,105.55399932861329,105.93699951171877,105.44523614370874,105.2881571446887,55.25137530504311,1.1086163965281486,1.1382851210562048,104.12050018310546,109.16181574953644,99.07918461667448,-129.87985176122817,
2019-01-31,104.43000030517578,55636400,105.2,105.84199981689451,105.1068241975311,105.1321286284136,51.94198084545337,0.9706089273484791,1.1047498823146598,104.28600006103515,109.12586954184806,99.44613058022225,-131.82984870947033,-1.9499969482421733
2019-02-01,102.77999877929688,35535700,104.3220001220703,105.50799942016602,104.33121572478636,104.70446865584692,49.954985857112575,0.7197982935638265,1.0277595645644932,104.55499992370603,108.24479935687394,100.86520049053816,-133.47985023534923,-1.6500015258789062
2019-02-04,105.73999786376952,31315100,104.45399932861328,105.31099929809572,104.80080977111407,104.89274669365102,57.55218393503987,0.7512166892908851,0.9724509895097716,104.74549980163576,108.25360282393696,101.23739677933452,-130.5198511508766,2.959999084472642
2019-02-05,107.22000122070312,27325400,105.30999908447264,105.46499938964844,105.60720692097708,105.31588388038776,54.814815061063406,0.8853343133989284,0.955027654287603,105.0034999847412,108.43822024325178,101.56877972623064,-129.03984779394298,1.480003356933608
2019-02-06,106.02999877929688,20609800,105.23999938964845,105.39699935913086,105.74813754041702,105.44572295291668,51.3672730704161,0.8853939744152939,0.9411009183131412,105.16499977111816,108.4645642680311,101.86543527420524,-130.22985023534923,-1.19000244140625
2019-02-07,105.2699966430664,29760700,105.40799865722656,105.30399932861329,105.58875724130016,105.41377271476208,48.2135217667104,0.8147238065160849,0.91582549595373,105.21499977111816,108.48765655834023,101.94234298389608,-130.9898523715797,-0.7600021362304688
2019-02-08,105.66999816894533,21461100,105.98599853515626,105.15399932861328,105.6158375505152,105.46035916097722,45.48672333349203,0.7819797932005912,0.8890563554031022,105.31849975585938,108.50592211120384,102.13107740051493,-130.58985084570077,0.40000152587892046
2019-02-11,105.25,18914100,105.88799896240236,105.1709991455078,105.49389170034348,105.42211204079956,48.97570188437704,0.7139100736421113,0.854027099050904,105.44099960327148,108.40108969274593,102.48090951379704,-131.0098490146461,-0.4199981689453267
2019-02-12,106.88999938964844,25056600,105.8219985961914,105.56599884033204,105.9592609301118,105.68900064968116,50.41666740252653,0.783269531582306,0.8398755855571844,105.682999420166,108.2397077437141,103.12629109661792,-129.36984962499767,1.6399993896484375
2019-02-13,106.80999755859376,18394900,105.97799835205078,105.6089988708496,106.24283980627249,105.89281826948344,51.44071956332614,0.822302926276592,0.836361053701066,105.7729991912842,108.35654217593812,103.18945620663024,-129.44985145605233,-0.08000183105467329
2019-02-14,106.9000015258789,21784700,106.30399932861329,105.85599899291992,106.46189371280796,106.075942497919,49.334655912066026,0.8506934759056577,0.8392275381419844,105.84899940490725,108.47297634916508,103.2250224606494,-129.3598474887672,0.09000396728514204
2019-02-15,108.22000122070312,26606900,106.81399993896484,106.39999923706054,107.047929548773,106.465771356607,58.04302946305808,0.9685413924283068,0.865090308999249,105.95399932861328,108.78364198370625,103.12435667352032,-128.03984779394298,1.3199996948242188
