Date,Closing,Volume,SMA_5,SMA_10,EMA_5,EMA_10,RSI,MACD,Signal_Line,SMA_20,BB_upper,BB_lower,PCA,Price_Difference
2019-01-30,83.52149963378906,115676000,82.2770004272461,82.86545028686524,82.27979397045806,82.28036740559953,51.460712097906885,1.0963700074993596,1.327816701243299,81.80487480163575,86.85667456640512,76.75307503686638,-44.12820506740261,
2019-01-31,85.9365005493164,218206000,82.91500091552734,83.0402000427246,83.49869616341084,82.94511888627532,57.40692928100718,1.3147204942156776,1.325197459837775,82.25387496948242,87.08262171684439,77.42512822212046,-41.71320415187526,2.4150009155273438
2019-02-01,81.3115005493164,230124000,82.47160034179687,82.70524978637695,82.7696309587127,82.6480973704646,48.56358345342602,1.1018643741875422,1.2805308427077284,82.56875,86.04026204298056,79.09723795701943,-46.33820415187526,-4.625
2019-02-04,81.66549682617188,98582000,82.42579956054688,82.39079971313477,82.40158624786577,82.46944272604773,51.66825566227914,0.9507789190521124,1.2145804579766053,82.7135498046875,85.72951999813029,79.69757961124472,-45.98420787501979,0.35399627685546875
2019-02-05,82.94049835205078,89062000,83.07509918212891,82.52399978637695,82.58122361592744,82.55508920350283,48.252683211884445,0.92328155975342,1.1563206783319684,82.78679962158203,85.74680654137343,79.82679270179064,-44.709206349140885,1.2750015258789062
2019-02-06,82.01300048828125,78798000,82.77339935302734,82.52519989013672,82.39181590671205,82.45652761891708,45.26976532670467,0.8172278838796103,1.0885021194414968,82.74599952697754,85.72598489099015,79.76601416296494,-45.636704212910416,-0.9274978637695312
2019-02-07,80.71849822998047,92532000,81.72979888916015,82.32239990234375,81.83404334780153,82.14052227547405,41.72559737192859,0.621559121391769,0.9951135198315512,82.63337440490723,85.74491263638076,79.5218361734337,-46.9312064712112,-1.2945022583007812
2019-02-08,79.41100311279297,113150000,81.34969940185547,81.91064987182617,81.02636326946535,81.64424606407749,39.19423193149609,0.3568724847793163,0.8674653128211044,82.463374710083,85.88965279871317,79.03709662145283,-48.2387015883987,-1.3074951171875
2019-02-11,79.55000305175781,66346000,80.92660064697266,81.67620010375977,80.53424319689617,81.2634746072921,45.30442219076495,0.1565183060997412,0.7252759114768318,82.33947486877442,86.00304293339504,78.6759068041538,-48.099701649433854,0.13899993896484375
2019-02-12,81.90049743652344,97172000,80.71860046386719,81.89684982299805,80.98966127677193,81.37929693987961,49.78954656895246,0.1852658001514555,0.6172738892117566,82.39147491455078,85.99569659758414,78.78725323151743,-45.74920726466823,2.350494384765625
2019-02-13,82.0,71206000,80.71600036621093,81.74469985961915,81.32644085118129,81.49215204171968,48.39334922605887,0.2136150008379616,0.5365421115369976,82.3050750732422,85.8568612615096,78.7532888849748,-45.64970470119167,0.0995025634765625
2019-02-14,81.13249969482422,82410000,80.79880065917969,81.26429977416993,81.26179379906227,81.42676070592049,44.86210839914207,0.16418925052605,0.4620715393348081,82.15224990844726,85.62487268044877,78.67962713644575,-46.51720500636745,-0.8675003051757812
2019-02-15,80.39749908447266,86878000,80.99609985351563,81.17289962768555,80.97369556086574,81.2396222292936,46.66116021428199,0.0649617421849342,0.3826495799048333,81.93907470703125,85.28436839527642,78.59378101878609,-47.25220561671901,-0.7350006103515625
2019-02-19,81.37899780273438,73634000,81.36189880371094,81.1442497253418,81.10879630815529,81.26496324264647,53.97424020925692,0.0647752816401663,0.3190747202519,81.76752471923828,84.83312681484448,78.70192262363209,-46.27070689845729,0.9814987182617188
2019-02-20,81.1050033569336,66752000,81.20279998779297,80.96070022583008,81.1075319910814,81.23587962706232,43.15264985003215,0.0420339076834892,0.2636665577382178,81.74235000610352,84.82168936123358,78.66301065097346,-46.54470134425807,-0.27399444580078125
2019-02-21,80.97200012207031,69668000,80.99720001220703,80.85660018920899,81.06235470141104,81.18790153524559,33.84318498621708,0.0131276283530326,0.2135587718611808,81.69090003967285,84.78638636425596,78.59541371508975,-46.67770457912136,-0.13300323486328125
2019-02-22,81.5780029296875,61924000,81.08630065917968,80.94255065917969,81.23423744416986,81.25882906150775,51.1745895107082,0.0386727602162579,0.1785815695321962,81.63247528076172,84.68792282171422,78.57702773980922,-46.071701771504166,0.6060028076171875
