Date,Closing,Volume,SMA_5,EMA_5,RSI,MACD,Signal_Line,SMA_20,BB_upper,BB_lower
2019-01-30,41.3125,244439200,39.33449935913086,39.63906679051734,66.96986152592997,0.18874382438396964,-0.07672753640751387,38.38812484741211,40.71766080303924,36.05858889178498
2019-01-31,41.61000061035156,162958400,40.02149963378906,40.296044730462086,67.6142590496944,0.3777632495952332,0.014170620793035549,38.49462490081787,41.19894706536031,35.79030273627543
2019-02-01,41.630001068115234,130672400,40.45950012207031,40.74069684301314,70.65312909152439,0.5231458756695844,0.11596567176834532,38.798749923706055,41.475497903185854,36.122001944226255
2019-02-04,42.8125,125982000,41.206999969482425,41.4312978953421,78.80183188121896,0.7254182653007604,0.23785619047482837,39.08612499237061,42.18064515091046,35.991604833830756
2019-02-05,43.54499816894531,144406400,42.18199996948242,42.135864653209836,78.72106850552726,0.9340598117903269,0.3770969147379281,39.41424999237061,42.93230104329095,35.896198941450265
2019-02-06,43.560001373291016,112958400,42.631500244140625,42.610576893236896,77.61876541872782,1.0880776914460242,0.5192930700795474,39.70787506103515,43.58141609143682,35.834334030633485
2019-02-07,42.73500061035156,126966800,42.856500244140626,42.65205146560845,70.2036343862246,1.1305351979338525,0.6415414956504084,39.92825012207031,43.96902308848775,35.88747715565287
2019-02-08,42.602500915527344,95280000,43.05100021362305,42.63553461558142,68.41961363719092,1.1403462578692896,0.7413024480941847,40.135875129699706,44.28218617375575,35.989564085643664
2019-02-11,42.35749816894531,83973600,42.95999984741211,42.54285580003605,73.47886403605607,1.1154932081441373,0.8161406001041753,40.35012512207031,44.49033936629035,36.20991087785027
2019-02-12,42.72249984741211,89134000,42.79550018310547,42.602737149161406,74.11194277720979,1.1124262152383722,0.8753977231310148,40.61125011444092,44.65216584797864,36.570334380903205
2019-02-13,42.54499816894531,89960800,42.592499542236325,42.58349082242271,75.20181134121003,1.0831864006882057,0.9169554586424531,40.82512493133545,44.795916357494214,36.85433350517669
2019-02-14,42.70000076293945,87342800,42.5854995727539,42.62232746926163,71.56082413468086,1.0602985888015652,0.9456240846742756,41.02337493896484,44.95046318691191,37.096286691017774
2019-02-15,42.60499954223633,98507200,42.5859992980957,42.61655149358653,74.21118619553603,1.0227049226940963,0.9610402522782399,41.20537490844727,45.06765552339019,37.34309429350435
2019-02-19,42.73249816894531,75891200,42.6609992980957,42.655200385372794,78.96608148451168,0.9917672693536943,0.9671856556933308,41.3817497253418,45.18106285825034,37.582436592433254
2019-02-20,43.00749969482422,104457600,42.71799926757812,42.77263348852327,68.24537515336769,0.9781636197200356,0.9693812484986718,41.615874671936034,45.192649616543136,38.03909972732893
2019-02-21,42.76499938964844,68998800,42.76199951171875,42.77008878889833,62.58165426131358,0.9370135722184472,0.9629077132426269,41.83012466430664,45.11764424996535,38.542605078647924
2019-02-22,43.24250030517578,75652800,42.87049942016601,42.92755929432415,65.97320838135545,0.9321865302895418,0.9567634766520099,42.0834997177124,44.93741166199549,39.22958777342931
2019-02-25,43.557498931884766,87493600,43.0609992980957,43.13753917351102,58.911445428536226,0.9429095470879574,0.9539926907391995,42.28937473297119,44.92614903060982,39.65260043533256
2019-02-26,43.58250045776367,68280800,43.23099975585937,43.28585960159524,50.539987410729886,0.9425597868481361,0.9517061099609868,42.514749717712405,44.73185286585899,40.29764656956582
2019-02-27,43.71749877929688,111341600,43.372999572753905,43.429739327495795,52.19202446496179,0.9423134329723197,0.9498275745632535,42.76712474822998,44.12354984601635,41.41069965044361
2019-02-28,43.28749847412109,112861600,43.477499389648436,43.382325709704226,58.6395023669541,0.8970797874091758,0.939278017132438,42.865874671936034,44.053468229544144,41.67828111432792
2019-03-01,43.74250030517578,103544800,43.57749938964844,43.502383908194744,66.1931183960985,0.8877136323950197,0.9289651401849544,42.97249965667724,44.06440024697738,41.88059906637711
2019-03-04,43.962501525878906,109744800,43.65849990844727,43.6557564474228,72.9613532475582,0.8878090370138736,0.9207339195507382,43.08912467956543,44.06988121807327,42.10836814105759
2019-03-05,43.88249969482422,78949600,43.718499755859376,43.73133752988994,68.06847418551712,0.8713843898702791,0.9108640136146464,43.14262466430664,44.17521199476083,42.110037333852446
2019-03-06,43.630001068115234,83241600,43.70100021362305,43.69755870929838,66.51446620487825,0.8284434295516903,0.8943798968020552,43.146874809265135,44.18710695677936,42.10664266175091
2019-03-07,43.125,99185600,43.66850051879883,43.50670580619892,55.8459221635122,0.7450742907680876,0.8645187755952617,43.12512474060058,44.14701540454999,42.10323407665118
2019-03-08,43.227500915527344,95997600,43.56550064086914,43.4136375093084,58.544960994322665,0.6794424255435914,0.8275035055849277,43.149749755859375,44.155668422627876,42.143831089090874
2019-03-11,44.72499847412109,128044000,43.71800003051757,43.85075783091263,69.87529661384553,0.7397370095940587,0.809950206386754,43.25587463378906,44.44910740911718,42.06264185846094
2019-03-12,45.227500915527344,129870400,43.9870002746582,44.30967219245087,71.18319554816549,0.8186319695224853,0.8116865590139003,43.39937477111816,44.808477158085324,41.990272384151
