Date,Closing,Volume,SMA_5,EMA_5,RSI,MACD,Signal_Line,SMA_20,BB_upper,BB_lower
2019-01-30,54.45299911499024,25596000,53.846499633789065,53.88367537322283,53.71324245470663,0.3644111811583457,0.3762147317183998,53.502949714660645,55.376053095705835,51.629846333615454
2019-01-31,55.81850051879883,30766000,54.271199798583986,54.52861708841483,60.614179255690374,0.5025895829697689,0.4014897019686736,53.67924976348877,55.72814698028259,51.63035254669495
2019-02-01,55.53749847412109,29244000,54.46879959106445,54.86491088365025,62.79135446916914,0.5827053804492124,0.4377328376647814,53.915974617004395,55.632759530868846,52.19918970313994
2019-02-04,56.63999938964844,51530000,55.09599914550781,55.456607052316315,70.12470301958976,0.7267824414743345,0.49554275842669204,54.071199607849124,56.16346950788194,51.978929707816306
2019-02-05,57.29949951171875,71044000,55.94969940185547,56.07090453878379,67.24103668635792,0.8839906051039037,0.5732323277621344,54.26519966125488,56.77991650360462,51.75048281890515
2019-02-06,55.76150131225586,42112000,56.21139984130859,55.96777012994116,57.560250101941854,0.8743961122057726,0.633465084650862,54.36257476806641,56.95339875043079,51.771750785702025
2019-02-07,54.93550109863281,40896000,56.03479995727539,55.623680452838386,51.88112128023437,0.7910226763731316,0.6649766029953159,54.422699737548825,57.00781235508969,51.83758712000796
2019-02-08,54.75299835205078,21516000,55.877899932861325,55.33345308590919,49.30271158297089,0.7021284813196687,0.6724069786601865,54.484524726867676,57.03732646696883,51.93172298676652
2019-02-11,54.7504997253418,21304000,55.5,55.13913529905339,56.068782114472235,0.624281247379983,0.6627818324041458,54.579074668884275,57.015898780747534,52.142250557021015
2019-02-12,56.06850051879883,32182000,55.25380020141601,55.44892370563521,60.26537335035132,0.6613151730035156,0.6624885005240198,54.77077465057373,57.02757332860458,52.51397597254287
2019-02-13,56.007999420166016,20996000,55.30309982299805,55.63528227714548,60.38989323584859,0.6779677031822615,0.6655843410556682,54.878299713134766,57.156703342388816,52.599896083880715
2019-02-14,56.08349990844727,18952000,55.53269958496094,55.784688154246076,57.40919189436484,0.6893112606133229,0.6703297249671991,54.98004970550537,57.28403771460013,52.67606169641061
2019-02-15,55.682498931884766,28996000,55.71859970092773,55.750625080125644,61.2206780505555,0.6583545822866554,0.6679346964310904,55.03942470550537,57.351970188137464,52.72687922287327
2019-02-19,55.928001403808594,20928000,55.95410003662109,55.809750521353294,65.27953489719638,0.6461824009330499,0.6635842373314824,55.09017486572266,57.43535759706099,52.744992134384326
2019-02-20,55.68999862670898,21756000,55.87839965820312,55.76983322313853,57.45538567651443,0.6102959130847196,0.6529265724821299,55.19837474822998,57.43695719457819,52.95979230188177
2019-02-21,54.8484992980957,28302000,55.64649963378906,55.462721914790926,43.75965084672224,0.5080966281508168,0.6239605836158674,55.25187473297119,57.39676174700966,53.106987718932714
2019-02-22,55.51850128173828,20990000,55.53349990844727,55.48131503710671,49.88361005160426,0.4756831400384698,0.5943050949003879,55.34304981231689,57.36052809078524,53.325571533848546
2019-02-25,55.470001220703125,28262000,55.49100036621094,55.47754376497218,41.7687031013494,0.44099811582184856,0.56364369908468,55.389074897766115,57.372032114181444,53.406117681350786
2019-02-26,55.75650024414063,29426000,55.45670013427734,55.57052925802834,38.54323393456004,0.43165224269760927,0.5372454078072659,55.50169982910156,57.27906508137192,53.724334576831204
2019-02-27,55.8025016784668,19368000,55.479200744628905,55.6478533981745,50.39107470589348,0.4230804936411374,0.5144124249740403,55.64027500152588,56.986414368857446,54.29413563419431
2019-02-28,55.99599838256836,30850000,55.708700561523436,55.76390172630579,61.50336614653803,0.4269789402216162,0.4969257280235555,55.71742496490479,56.9490525520228,54.485797377786774
2019-03-01,57.04949951171875,29006000,56.01490020751953,56.19243432144344,70.95153972834623,0.5092073979565299,0.49938206201015045,55.77897491455078,57.147319618972055,54.410630210129504
2019-03-04,57.38999938964844,28920000,56.39889984130859,56.59162267751178,72.6819280568181,0.5949908534189419,0.5185038202919088,55.871599960327146,57.41119972711815,54.33200019353614
2019-03-05,58.10150146484375,28864000,56.86790008544922,57.094915606622436,69.5030436281423,0.7121775911510184,0.5572385744637307,55.944675064086915,57.753103807505845,54.136246320667986
2019-03-06,57.89300155639648,21986000,57.28600006103515,57.36094425654712,67.5839481201968,0.7792421070347473,0.6016392809779341,55.974350166320804,57.89253371349,54.056166619151604
2019-03-07,57.165000915527344,23332000,57.51980056762695,57.295629809540536,58.993758815031306,0.7648311540306238,0.634277655588472,56.044525146484375,58.03138395205693,54.05766634091182
