Date,Open Price,Closing Price,Volume,SMA_5,SMA_20,MACD,Signal_Line,Returns,RSI,Action
2019-01-02,50.82849884033203,52.29249954223633,30652000,0.0,0.0,0.0,0.0,0.0,0.0,0
2019-01-03,52.04999923706055,50.803001403808594,36822000,0.0,0.0,-0.11882036431902776,-0.023764072863805552,-0.02848397287310156,0.0,-1
2019-01-04,51.62950134277344,53.53549957275391,41878000,0.0,0.0,0.007417897789274264,-0.01752767873318959,0.053786156200221535,0.0,3
2019-01-07,53.57500076293945,53.41949844360352,39638000,0.0,0.0,0.09698433332321343,0.0053747236780910135,-0.002166807633741219,0.0,0
2019-01-08,53.80550003051758,53.81399917602539,35298000,52.77289962768555,0.0,0.19752237590542876,0.04380425412355857,0.007384957626256128,0.0,1
2019-01-09,54.08250045776367,53.733001708984375,23986000,53.06100006103516,0.0,0.26757919393772767,0.0885592420863924,-0.0015051374787454774,0.0,0
2019-01-10,53.382999420166016,53.51649856567383,29128000,53.6036994934082,0.0,0.3021467727708753,0.131276748223289,-0.0040292396930124985,0.0,0
2019-01-11,53.15900039672852,52.859500885009766,30416000,53.468499755859376,0.0,0.27337629422226684,0.1596966574230846,-0.012276544584803428,0.0,0
2019-01-14,52.34600067138672,52.234500885009766,22886000,53.231500244140626,0.0,0.19786237177851973,0.1673298002941716,-0.011823796848926427,0.0,0
2019-01-15,52.50849914550781,53.85749816894531,29272000,53.24020004272461,0.0,0.26591406918892346,0.187046654073122,0.0310713657915187,0.0,2
2019-01-16,54.0,54.04850006103516,26636000,53.30329971313476,0.0,0.3314371845439652,0.21592476016729065,0.003546430832912062,0.0,1
2019-01-17,53.9734992980957,54.494998931884766,24854000,53.498999786376956,0.0,0.4146140402939622,0.255662616192625,0.008261077927146587,0.0,1
2019-01-18,55.0,54.91299819946289,39112000,53.909699249267575,0.0,0.5084008171095249,0.30621025637600496,0.007670415189852564,0.0,1
2019-01-22,54.400001525878906,53.5260009765625,32270000,54.167999267578125,0.0,0.4654430909403757,0.3380568232888791,-0.025258085851774803,55.943158296381,-1
2019-01-23,53.86750030517578,53.77849960327149,19340000,54.15219955444336,0.0,0.4466248985972854,0.3597704383505604,0.004717307889665623,56.98965903822168,1
2019-01-24,53.82400131225586,53.69499969482422,27226000,54.08149948120117,0.0,0.42013059681590903,0.37184247004363014,-0.0015526634075561097,65.67650145946216,0
2019-01-25,54.25,54.54949951171875,22382000,54.09239959716797,0.0,0.46275036745952036,0.3900240495268082,0.015913955149475356,56.90172134093013,1
2019-01-28,54.00550079345703,53.50400161743164,25686000,53.81060028076172,0.0,0.407466875770389,0.39351261477552435,-0.019166040085528357,50.510562974504076,0
2019-01-29,53.63399887084961,53.03099822998047,20436000,53.71159973144531,0.0,0.32177763768996925,0.37916561935841336,-0.008840523571176484,45.3136123261318,0
2019-01-30,53.42150115966797,54.45299911499024,25596000,53.846499633789065,53.502949714660645,0.3644111811583457,0.3762147317183998,0.026814522307178734,53.71324245470663,2
2019-01-31,55.150001525878906,55.81850051879883,30766000,54.271199798583986,53.67924976348877,0.5025895829697689,0.4014897019686736,0.025076697812824067,60.614179255690374,2
2019-02-01,55.619998931884766,55.53749847412109,29244000,54.46879959106445,53.915974617004395,0.5827053804492124,0.4377328376647814,-0.005034209842005755,62.79135446916914,0
2019-02-04,55.632999420166016,56.63999938964844,51530000,55.09599914550781,54.071199607849124,0.7267824414743345,0.49554275842669204,0.019851468752073664,70.12470301958976,1
2019-02-05,56.242000579833984,57.29949951171875,71044000,55.94969940185547,54.26519966125488,0.8839906051039037,0.5732323277621344,0.01164371696993416,67.24103668635792,1
2019-02-06,56.97850036621094,55.76150131225586,42112000,56.21139984130859,54.36257476806641,0.8743961122057726,0.633465084650862,-0.026841389760277834,57.560250101941854,-1
2019-02-07,55.20800018310547,54.93550109863281,40896000,56.03479995727539,54.422699737548825,0.7910226763731316,0.6649766029953159,-0.01481309136562825,51.88112128023437,0
2019-02-08,54.34999847412109,54.75299835205078,21516000,55.877899932861325,54.484524726867676,0.7021284813196687,0.6724069786601865,-0.003322127639363126,49.30271158297089,0
2019-02-11,54.84749984741211,54.7504997253418,21304000,55.5,54.579074668884275,0.624281247379983,0.6627818324041458,-4.563451836769872e-05,56.068782114472235,0
2019-02-12,55.34000015258789,56.06850051879883,32182000,55.25380020141601,54.77077465057373,0.6613151730035156,0.6624885005240198,0.024072854130443355,60.26537335035132,2
2019-02-13,56.2495002746582,56.007999420166016,20996000,55.30309982299805,54.878299713134766,0.6779677031822615,0.6655843410556682,-0.0010790568335696804,60.38989323584859,0
2019-02-14,55.90250015258789,56.08349990844727,18952000,55.53269958496094,54.98004970550537,0.6893112606133229,0.6703297249671991,0.0013480304432025303,57.40919189436484,1
2019-02-15,56.50400161743164,55.682498931884766,28996000,55.71859970092773,55.03942470550537,0.6583545822866554,0.6679346964310904,-0.00715007047022953,61.2206780505555,0
2019-02-19,55.5,55.928001403808594,20928000,55.95410003662109,55.09017486572266,0.6461824009330499,0.6635842373314824,0.00440897008275698,65.27953489719638,1
2019-02-20,55.9995002746582,55.68999862670898,21756000,55.87839965820312,55.19837474822998,0.6102959130847196,0.6529265724821299,-0.004255520868360785,57.45538567651443,0
2019-02-21,55.54199981689453,54.8484992980957,28302000,55.64649963378906,55.25187473297119,0.5080966281508168,0.6239605836158674,-0.015110421069568725,43.75965084672224,0
2019-02-22,55.04499816894531,55.51850128173828,20990000,55.53349990844727,55.34304981231689,0.4756831400384698,0.5943050949003879,0.01221550256099424,49.88361005160426,1
2019-02-25,55.79999923706055,55.470001220703125,28262000,55.49100036621094,55.389074897766115,0.44099811582184856,0.56364369908468,-0.0008735837588452755,41.7687031013494,0
2019-02-26,55.28749847412109,55.75650024414063,29426000,55.45670013427734,55.50169982910156,0.43165224269760927,0.5372454078072659,0.005164936310305679,38.54323393456004,1
2019-02-27,55.34749984741211,55.8025016784668,19368000,55.479200744628905,55.64027500152588,0.4230804936411374,0.5144124249740403,0.0008250416386383908,50.39107470589348,1
2019-02-28,55.56499862670898,55.99599838256836,30850000,55.708700561523436,55.71742496490479,0.4269789402216162,0.4969257280235555,0.003467527409729554,61.50336614653803,1
2019-03-01,56.244998931884766,57.04949951171875,29006000,56.01490020751953,55.77897491455078,0.5092073979565299,0.49938206201015045,0.01881386455426326,70.95153972834623,1
2019-03-04,57.3494987487793,57.38999938964844,28920000,56.39889984130859,55.871599960327146,0.5949908534189419,0.5185038202919088,0.005968498949929346,72.6819280568181,1
2019-03-05,57.50299835205078,58.10150146484375,28864000,56.86790008544922,55.944675064086915,0.7121775911510184,0.5572385744637307,0.01239766654055141,69.5030436281423,1
2019-03-06,58.1245002746582,57.89300155639648,21986000,57.28600006103515,55.974350166320804,0.7792421070347473,0.6016392809779341,-0.0035885459616467053,67.5839481201968,0
2019-03-07,57.7859992980957,57.165000915527344,23332000,57.51980056762695,56.044525146484375,0.7648311540306238,0.634277655588472,-0.012574933434051583,58.993758815031306,0
2019-03-08,56.33649826049805,57.11600112915039,24248000,57.53310089111328,56.153550148010254,0.7409156819200504,0.6556052608547878,-0.000857164096775942,62.662312281146306,0
2019-03-11,57.22249984741211,58.78799819946289,34384000,57.81270065307617,56.35530014038086,0.8471136887880348,0.6939069464414372,0.02927370679420971,70.17776258669458,2
2019-03-12,58.91299819946289,59.65999984741211,40262000,58.12440032958985,56.600775146484374,0.9902249231929403,0.7531705417917379,0.014832987593668134,75.70911070773232,1
2019-03-13,60.0322494506836,59.66600036621094,28718000,58.479000091552734,56.78065013885498,1.0915431690474833,0.8208450672428871,0.00010057859225898191,84.98293345181948,0
2019-03-14,59.72549819946289,59.27750015258789,23456000,58.90149993896485,56.944125175476074,1.1274928526724608,0.8821746243288019,-0.0065112494760593,78.46001528420476,0
2019-03-15,59.66899871826172,59.22299957275391,49236000,59.322899627685544,57.10110015869141,1.1384620132161203,0.9334321021062657,-0.0009194142751244305,78.38878975422048,0
2019-03-18,59.165000915527344,59.2130012512207,25852000,59.40790023803711,57.277625274658206,1.133284571887664,0.9734025960625454,-0.00016882497687287223,77.28744814908727,0
2019-03-19,59.44049835205078,59.942501068115234,30414000,59.46440048217774,57.47835025787354,1.174506965677331,1.0136234699855025,0.01231992639250823,79.49978906898966,1
2019-03-20,59.86750030517578,61.19850158691406,44548000,59.77090072631836,57.753775405883786,1.2936127917622713,1.0696213343408563,0.0209534219696903,82.19569186489285,1
2019-03-21,60.79999923706055,61.57699966430664,24080000,60.23080062866211,58.090200424194336,1.402380874877096,1.1361732424481041,0.006184760534619249,80.57262969173821,1
2019-03-22,61.31600189208984,60.275001525878906,34284000,60.44120101928711,58.32802543640137,1.3677533862192277,1.182489271202329,-0.02114422829182505,67.24242805604497,-1
2019-03-25,59.84650039672852,59.650001525878906,29936000,60.52860107421875,58.537025451660156,1.275179104379383,1.2010272378377398,-0.010369141172591356,59.35141585499581,0
2019-03-26,59.92649841308594,59.23099899291992,38024000,60.38630065917969,58.71075038909912,1.1546927372958251,1.1917603377293569,-0.007024350750053254,57.879845542913834,0
2019-03-27,59.275001525878906,58.6510009765625,28004000,59.876800537109375,58.85317535400391,1.0008680468252535,1.1535818795485362,-0.009792136317450129,58.906742442395384,0
2019-03-28,58.57699966430664,58.42449951171875,19234000,59.246300506591794,58.97460041046143,0.850875730351369,1.0930406497091028,-0.0038618516491177868,57.67943456758614,0
2019-03-29,58.744998931884766,58.66550064086914,25398000,58.924400329589844,59.05540046691895,0.7428889544667214,1.0230103106606265,0.004125001175269816,49.135941724500164,1
2019-04-01,59.20500183105469,59.72150039672852,25050000,58.938700103759764,59.17197551727295,0.7340572563981098,0.9652196998081233,0.01800035360345542,50.42282954320147,1
2019-04-02,59.76599884033203,60.02450180053711,16558000,59.0974006652832,59.26812553405762,0.7429435621308187,0.9207644722726624,0.005073573198860704,52.36806549819357,1
2019-04-03,60.374000549316406,60.29600143432617,20286000,59.42640075683594,59.3882755279541,0.763097264621031,0.8892310307423362,0.004523146809135792,56.833286582706634,1
2019-04-04,60.297000885009766,60.75,19000000,59.891500854492186,59.567525482177736,0.8064073471429438,0.8726662940224578,0.007529497062393364,59.72364326058583,1
2019-04-05,60.7495002746582,60.35749816894531,18144000,60.22990036010742,59.72960033416748,0.7998392332837483,0.8581008818747159,-0.0064609354906121075,56.94940066014245,0
2019-04-08,60.39450073242188,60.19200134277344,17204000,60.32400054931641,59.79980049133301,0.7723762720950731,0.8409559599187875,-0.0027419431088517854,51.626362969501805,0
2019-04-09,59.79999923706055,59.86249923706055,17528000,60.29160003662109,59.80992546081543,0.7157726300004015,0.8159192939351103,-0.005474184249772418,40.09488098584817,0
2019-04-10,60.03400039672852,60.108001708984375,14492000,60.25400009155273,59.8320255279541,0.6828523368888071,0.7893059025258498,0.004101106286117817,38.889751216795965,1
2019-04-11,60.198001861572266,60.23099899291992,14204000,60.15019989013672,59.8797004699707,0.659090040583834,0.7632627301374466,0.002046271385481191,49.59496954634483,1
2019-04-12,60.5,60.89350128173828,18668000,60.25740051269531,59.963225555419925,0.6858110446884211,0.7477723930476416,0.010999357471992655,61.36757060618023,1
2019-04-15,60.900001525878906,61.05500030517578,23748000,60.43000030517578,60.055325508117676,0.7118139068145126,0.7405806958010159,0.0026521553209806203,67.49808789463475,1
2019-04-16,61.25,61.35649871826172,17126000,60.728800201416014,60.126025390625,0.7481258356573122,0.7420897237722752,0.004938144485774121,77.41964666802754,1
2019-04-17,61.650001525878906,61.81700134277344,24438000,61.07060012817383,60.15695037841797,0.8047849541059477,0.7546287698390097,0.007505360216629509,82.82534714276224,1
2019-04-18,61.95899963378906,61.81850051879883,26636000,61.38810043334961,60.16902542114258,0.8401242552046995,0.7717278669121477,2.4251839992661672e-05,81.99065523289929,0
2019-04-22,61.79949951171875,62.44200134277344,16146000,61.69780044555664,60.27737541198731,0.9079756337022147,0.7989774202701612,0.010085990742933149,80.25802969785371,1
2019-04-23,62.53450012207031,63.227500915527344,26398000,62.132300567626956,60.45625038146973,1.013449179540146,0.8418717721241582,0.012579666824609426,82.17154181031808,1
2019-04-24,63.20600128173828,62.79999923706055,20376000,62.42100067138672,60.63470039367676,1.0504331721048175,0.8835840521202901,-0.0067613249341919035,74.38640916359054,0
