Date,Open Price,Closing Price,Volume,SMA_5,SMA_20,MACD,Signal_Line,Returns,RSI,Log_Returns,Action
2019-01-03,-1.7276433172745622,-1.7407289487224773,4.7688955629606005,,,-0.0072613811968651465,-0.0014522762393730294,0.05517759011147905,,0.05370908462103398,1
2019-01-04,-1.7244619904442868,-1.7056030180270676,2.3044631277819323,,,-0.010065678190822158,-0.0031749566296628553,-0.020178862838576173,,-0.020385237075650167,-1
2019-01-07,-1.7003418932654308,-1.7075126780928527,2.015913295369566,,,-0.012300405946995552,-0.005000046493129394,0.0011196392393781895,,0.0011190129108294312,1
2019-01-08,-1.6953674790198723,-1.6911938129669484,0.979619045702247,-1.6989481613056534,,-0.012609295649657737,-0.006521896324435063,-0.009557097487633892,,-0.009603059621313153,-1
2019-01-09,-1.6853608403172464,-1.6763795766624703,1.2865927242548538,-1.7042836068943632,,-0.011525845134296109,-0.007522686086407273,-0.008759632509823811,,-0.008798223618578687,-1
2019-01-10,-1.67836192129064,-1.6735440047527015,0.584421894507539,-1.690846618100408,,-0.010319439761831362,-0.00808203682149209,-0.0016914855974410337,,-0.0016929177744365682,-1
2019-01-11,-1.6761638976152016,-1.6822821542930966,-0.0754833511904466,-1.686182445353614,,-0.009953710276520367,-0.008456371512497746,0.005221344354005453,,0.005207760399393496,1
2019-01-14,-1.6879058135216018,-1.6955339253983297,0.3326293305909168,-1.6837866948147096,,-0.01061085882746049,-0.008887268975490295,0.00787725832519559,,0.007846394700380574,1
2019-01-15,-1.6912606592462684,-1.6777683561286316,0.051690166727279954,-1.6811016034470458,,-0.009587600926170392,-0.009027335365626315,-0.010477861282265022,,-0.010533140548837694,-1
2019-01-16,-1.6750070755659736,-1.6669470373889945,0.19175660928547755,-1.679215095592351,,-0.007813403629106652,-0.008784549018322383,-0.00644982884562606,,-0.00647071886484027,-1
2019-01-17,-1.6685288014824051,-1.661623176735811,0.1353547735555384,-1.6768309299889725,,-0.005909625938228968,-0.0082095644023037,-0.0031937791266137827,,-0.0031988901243350447,-1
2019-01-18,-1.6494409287606167,-1.656067793971725,0.4314775979396599,-1.6715880579246984,,-0.003907551618745453,-0.007349161845592051,-0.0033433469404292593,,-0.003348948413407715,-1
2019-01-22,-1.6557456839497942,-1.676437413040289,0.17851706013684657,-1.6677687554530902,,-0.0039193712471981,-0.006663203725913261,0.012299991064805393,44.51828012432976,0.012224960795941838,1
2019-01-23,-1.6688180290596784,-1.6728496150196208,-0.3688030382477094,-1.666785007231288,,-0.0035977603305512584,-0.006050115046840861,-0.002140132397881578,45.32273259299438,-0.002142425753862986,-1
2019-01-24,-1.6690493581655779,-1.6799095383053195,-0.1946694347897048,-1.6693775074145532,,-0.003867970611461491,-0.005613686159764987,0.0042202976420064875,68.60175014165021,0.004211417162656167,1
2019-01-25,-1.6611250344555082,-1.650628260562904,0.41523899326390584,-1.6671785241799717,,-0.0016997659619368832,-0.004830902120199367,-0.017430270544183224,67.43757849251804,-0.01758396630077334,-1
2019-01-28,-1.6593319470402252,-1.6590769633147637,-0.13810935743647523,-1.6677803580485793,,-0.0006556301630338268,-0.0039958477287662586,0.005118476978564823,64.75151095303131,0.005105422103709513,1
2019-01-29,-1.6566711768931224,-1.6684516662104205,1.021959982905524,-1.666183208682606,,-0.0005779430283556763,-0.0033122667886841426,0.00565055335162179,57.232224390013855,0.0056346488596918255,1
2019-01-30,-1.6161817873510895,-1.607284972626909,2.4930494661671276,-1.6530702802040633,-1.6749762630470126,0.004368903565628024,-0.0017760327178217095,-0.036660752494221405,66.96986152593007,-0.037349647283259256,-1
2019-01-31,-1.5996389760935215,-1.6003986467744804,0.9580906496193564,-1.6371681018978954,-1.6725110779497907,0.008744186536998377,0.00032801113314230796,-0.004284446112361562,67.61425904969447,-0.004293650651917242,-1
2019-02-01,-1.5947223720594716,-1.5999356908524889,0.34987766752957156,-1.6270295879558123,-1.665471415056291,0.012109396898236646,0.0026842882861611754,-0.00028927537705969453,70.65312909152446,-0.00028931722525221004,-1
2019-02-04,-1.5921195003837425,-1.5725640731758583,0.26151855921036427,-1.6097270099280316,-1.6588194678137307,0.01679144976630864,0.005505720582190669,-0.01710794867139076,78.80183188121907,-0.017255980400632052,-1
2019-02-05,-1.5605956361779898,-1.5556087429945056,0.6086027216093927,-1.5871584252848483,-1.6512242710588132,0.02162093120429276,0.008728762706611087,-0.01078196460835501,78.72106850552737,-0.010840511200591998,-1
2019-02-06,-1.550241959686582,-1.5552614598281518,0.016176225271674973,-1.5767537227250972,-1.6444276534018738,0.025186024079752345,0.01202021498123934,-0.00022324583087984795,77.61876541872795,-0.0002232707539397324,-1
2019-02-07,-1.5632564063250927,-1.5743579721861924,0.2800705057123162,-1.5715455878074394,-1.6393265731780597,0.026168799288889932,0.014849931842769459,0.012278650793642543,70.20363438622468,0.012203879598380601,1
2019-02-08,-1.5829804561530714,-1.5774249779070502,-0.316854573916086,-1.5670434452183515,-1.634520621835777,0.026395898505907622,0.01715912517539709,0.0019480993363909516,68.419613637191,0.0019462042516884203,1
2019-02-11,-1.5710650213522799,-1.5830961217265875,-0.5298477988649786,-1.5691498549284977,-1.6295613202074517,0.025820618345535173,0.018891423809424705,0.0035951908325060344,73.47886403605608,0.0035887435820546754,1
2019-02-12,-1.5765599922810114,-1.5746473306749138,-0.43263469495690304,-1.572957572464579,-1.623516990471281,0.02574962584400331,0.02026306421634043,-0.005336878118594068,74.11194277720983,-0.00535117012509781,-1
2019-02-13,-1.569098415042606,-1.578756009295206,-0.41705919803588976,-1.57765648235799,-1.6185663731296096,0.025072804070027432,0.02122501218707783,0.002609269098072353,75.2018113412101,0.0026058708654446427,1
2019-02-14,-1.5788158261679588,-1.5751681229747243,-0.46637783729473437,-1.5778185125156965,-1.613977427408896,0.02454301379324697,0.02188861250831166,-0.0022726034291286057,71.56082413468096,-0.002275189711440664,-1
2019-02-15,-1.569908199303052,-1.5773671415292312,-0.2560596493109893,-1.5778069452401327,-1.6097646256485671,0.02367282319263775,0.02224545464517688,0.0013960532354819755,74.21118619553606,0.0013950796591680646,1
2019-02-19,-1.5788158261679588,-1.5744158968638247,-0.6821063817319325,-1.5760709002675801,-1.6056820307931718,0.02295670109204906,0.022387703934551313,-0.0018709941317437417,78.96608148451168,-0.0018727466275449886,-1
2019-02-20,-1.570255237091834,-1.5680503633112066,-0.14396429749822043,-1.5747515067948386,-1.6002626783067178,0.022641813791317356,0.022438525905904522,-0.004043108028379261,68.24537515336769,-0.0040513034871861725,-1
