Date,Open Price,Closing Price,Volume
2019-01-02,38.72249984741211,39.47999954223633,148158800
2019-01-03,35.994998931884766,35.54750061035156,365248800
2019-01-04,36.13249969482422,37.064998626708984,234428400
2019-01-07,37.17499923706055,36.98249816894531,219111200
2019-01-08,37.38999938964844,37.6875,164101200
2019-01-09,37.8224983215332,38.32749938964844,180396400
2019-01-10,38.125,38.45000076293945,143122800
2019-01-11,38.220001220703125,38.0724983215332,108092800
2019-01-14,37.712501525878906,37.5,129756800
2019-01-15,37.567501068115234,38.26750183105469,114843600
2019-01-16,38.27000045776367,38.73500061035156,122278800
2019-01-17,38.54999923706055,38.96500015258789,119284800
2019-01-18,39.375,39.20500183105469,135004000
2019-01-22,39.102500915527344,38.32500076293945,121576000
2019-01-23,38.537498474121094,38.47999954223633,92522400
2019-01-24,38.52750015258789,38.17499923706055,101766000
2019-01-25,38.869998931884766,39.439998626708984,134142000
2019-01-28,38.9474983215332,39.07500076293945,104768400
2019-01-29,39.0625,38.66999816894531,166348800
2019-01-30,40.8125,41.3125,244439200
2019-01-31,41.52750015258789,41.61000061035156,162958400
2019-02-01,41.7400016784668,41.630001068115234,130672400
2019-02-04,41.852500915527344,42.8125,125982000
2019-02-05,43.21500015258789,43.54499816894531,144406400
2019-02-06,43.662498474121094,43.560001373291016,112958400
2019-02-07,43.099998474121094,42.73500061035156,126966800
2019-02-08,42.247501373291016,42.602500915527344,95280000
2019-02-11,42.76250076293945,42.35749816894531,83973600
2019-02-12,42.525001525878906,42.72249984741211,89134000
2019-02-13,42.84749984741211,42.54499816894531,89960800
2019-02-14,42.4275016784668,42.70000076293945,87342800
2019-02-15,42.8125,42.60499954223633,98507200
2019-02-19,42.4275016784668,42.73249816894531,75891200
2019-02-20,42.79750061035156,43.00749969482422,104457600
2019-02-21,42.95000076293945,42.76499938964844,68998800
2019-02-22,42.89500045776367,43.24250030517578,75652800
2019-02-25,43.540000915527344,43.557498931884766,87493600
2019-02-26,43.4275016784668,43.58250045776367,68280800
2019-02-27,43.3025016784668,43.717498779296875,111341600
2019-02-28,43.58000183105469,43.287498474121094,112861600
2019-03-01,43.56999969482422,43.74250030517578,103544800
2019-03-04,43.92250061035156,43.962501525878906,109744800
2019-03-05,43.98500061035156,43.88249969482422,78949600
2019-03-06,43.66749954223633,43.630001068115234,83241600
2019-03-07,43.467498779296875,43.125,99185600
2019-03-08,42.58000183105469,43.227500915527344,95997600
2019-03-11,43.872501373291016,44.724998474121094,128044000
2019-03-12,45.0,45.227500915527344,129870400
2019-03-13,45.5625,45.4275016784668,124130000
2019-03-14,45.974998474121094,45.932498931884766,94318000
2019-03-15,46.212501525878906,46.529998779296875,156171600
2019-03-18,46.45000076293945,47.005001068115234,104879200
2019-03-19,47.087501525878906,46.63249969482422,126585600
2019-03-20,46.557498931884766,47.040000915527344,124140800
2019-03-21,47.505001068115234,48.772499084472656,204136800
2019-03-22,48.834999084472656,47.76250076293945,169630800
2019-03-25,47.877498626708984,47.185001373291016,175381200
2019-03-26,47.915000915527344,46.6974983215332,199202000
2019-03-27,47.1875,47.11750030517578,119393600
2019-03-28,47.23749923706055,47.18000030517578,83121600
2019-03-29,47.45750045776367,47.48749923706055,94256000
2019-04-01,47.90999984741211,47.810001373291016,111448000
2019-04-02,47.772499084472656,48.505001068115234,91062800
2019-04-03,48.3125,48.837501525878906,93087200
2019-04-04,48.6974983215332,48.92250061035156,76457200
2019-04-05,49.11249923706055,49.25,74106400
2019-04-08,49.10499954223633,50.025001525878906,103526800
2019-04-09,50.08000183105469,49.875,143072800
2019-04-10,49.66999816894531,50.154998779296875,86781200
2019-04-11,50.212501525878906,49.73749923706055,83603200
2019-04-12,49.79999923706055,49.717498779296875,111042800
2019-04-15,49.64500045776367,49.807498931884766,70146400
2019-04-16,49.8650016784668,49.8125,102785600
2019-04-17,49.8849983215332,50.782501220703125,115627200
2019-04-18,50.779998779296875,50.96500015258789,96783200
2019-04-22,50.70750045776367,51.13249969482422,77758000
2019-04-23,51.10749816894531,51.869998931884766,93292000
2019-04-24,51.84000015258789,51.790000915527344,70162400
2019-04-25,51.70750045776367,51.31999969482422,74172800
2019-04-26,51.224998474121094,51.07500076293945,74596400
2019-04-29,51.099998474121094,51.15250015258789,88818800
2019-04-30,50.76499938964844,50.16749954223633,186139600
2019-05-01,52.470001220703125,52.630001068115234,259309200
2019-05-02,52.459999084472656,52.287498474121094,127985200
2019-05-03,52.72249984741211,52.9375,83569600
2019-05-06,51.0724983215332,52.119998931884766,129772400
2019-05-07,51.470001220703125,50.71500015258789,155054800
2019-05-08,50.474998474121094,50.724998474121094,105358000
2019-05-09,50.099998474121094,50.18000030517578,139634400
2019-05-10,49.35499954223633,49.29499816894531,164834800
2019-05-13,46.9275016784668,46.43000030517578,229722400
2019-05-14,46.602500915527344,47.165000915527344,146118800
2019-05-15,46.567501068115234,47.72999954223633,106178800
2019-05-16,47.477500915527344,47.52000045776367,132125600
2019-05-17,46.73249816894531,47.25,131516400
2019-05-20,45.880001068115234,45.772499084472656,154449200
2019-05-21,46.30500030517578,46.650001525878906,113459200
2019-05-22,46.165000915527344,45.69499969482422,118994400
2019-05-23,44.95000076293945,44.915000915527344,146118800
2019-05-24,45.04999923706055,44.74250030517578,94858800
2019-05-28,44.72999954223633,44.557498931884766,111792800
2019-05-29,44.10499954223633,44.345001220703125,113924800
2019-05-30,44.48749923706055,44.57500076293945,84873600
2019-05-31,44.057498931884766,43.76750183105469,108174400
2019-06-03,43.900001525878906,43.32500076293945,161584400
2019-06-04,43.86000061035156,44.90999984741211,123872000
2019-06-05,46.06999969482422,45.6349983215332,119093600
2019-06-06,45.77000045776367,46.30500030517578,90105200
2019-06-07,46.627498626708984,47.537498474121094,122737600
2019-06-10,47.95249938964844,48.14500045776367,104883600
2019-06-11,48.71500015258789,48.70249938964844,107731600
2019-06-12,48.48749923706055,48.54750061035156,73012800
2019-06-13,48.67499923706055,48.537498474121094,86698400
2019-06-14,47.88750076293945,48.185001373291016,75046000
2019-06-17,48.224998474121094,48.47249984741211,58676400
2019-06-18,49.01250076293945,49.61249923706055,106204000
2019-06-19,49.91999816894531,49.467498779296875,84496800
2019-06-20,50.092498779296875,49.8650016784668,86056000
2019-06-21,49.70000076293945,49.69499969482422,191202400
2019-06-24,49.6349983215332,49.64500045776367,72881600
2019-06-25,49.60749816894531,48.89250183105469,84281200
2019-06-26,49.442501068115234,49.95000076293945,104270000
2019-06-27,50.0724983215332,49.935001373291016,83598800
2019-06-28,49.66999816894531,49.47999954223633,124442400
2019-07-01,50.79249954223633,50.38750076293945,109012000
2019-07-02,50.352500915527344,50.682498931884766,67740800
2019-07-03,50.81999969482422,51.102500915527344,45448000
2019-07-05,50.837501525878906,51.057498931884766,69062000
2019-07-08,50.20249938964844,50.005001068115234,101354400
2019-07-09,49.79999923706055,50.310001373291016,82312000
2019-07-10,50.462501525878906,50.807498931884766,71588400
2019-07-11,50.82749938964844,50.4375,80767200
2019-07-12,50.61249923706055,50.82500076293945,70380800
2019-07-15,51.022499084472656,51.3025016784668,67789600
2019-07-16,51.147499084472656,51.125,67467200
2019-07-17,51.01250076293945,50.837501525878906,56430000
2019-07-18,51.0,51.415000915527344,74162400
2019-07-19,51.4474983215332,50.647499084472656,83717200
2019-07-22,50.912498474121094,51.80500030517578,89111600
2019-07-23,52.1150016784668,52.209999084472656,73420800
2019-07-24,51.91749954223633,52.16749954223633,59966400
2019-07-25,52.22249984741211,51.755001068115234,55638400
2019-07-26,51.869998931884766,51.935001373291016,70475600
2019-07-29,52.1150016784668,52.41999816894531,86693600
2019-07-30,52.189998626708984,52.19499969482422,135742800
2019-07-31,54.10499954223633,53.2599983215332,277125600
2019-08-01,53.474998474121094,52.10749816894531,216071600
2019-08-02,51.38249969482422,51.005001068115234,163448400
2019-08-05,49.497501373291016,48.334999084472656,209572000
2019-08-06,49.07749938964844,49.25,143299200
2019-08-07,48.852500915527344,49.7599983215332,133457600
2019-08-08,50.04999923706055,50.85749816894531,108038000
2019-08-09,50.32500076293945,50.247501373291016,98478800
2019-08-12,49.904998779296875,50.119998931884766,89927600
2019-08-13,50.255001068115234,52.24250030517578,188874000
2019-08-14,50.790000915527344,50.6875,146189600
2019-08-15,50.8650016784668,50.435001373291016,108909600
2019-08-16,51.06999969482422,51.625,110481600
2019-08-19,52.654998779296875,52.587501525878906,97654400
2019-08-20,52.720001220703125,52.59000015258789,107537200
2019-08-21,53.247501373291016,53.15999984741211,86141600
2019-08-22,53.29750061035156,53.1150016784668,89014800
2019-08-23,52.35749816894531,50.65999984741211,187272000
2019-08-26,51.46500015258789,51.622501373291016,104174400
2019-08-27,51.96500015258789,51.040000915527344,103493200
2019-08-28,51.025001525878906,51.38249969482422,63755200
2019-08-29,52.125,52.252498626708984,83962000
2019-08-30,52.540000915527344,52.185001373291016,84573600
2019-09-03,51.60749816894531,51.42499923706055,80092000
2019-09-04,52.09749984741211,52.29750061035156,76752400
2019-09-05,53.0,53.31999969482422,95654800
2019-09-06,53.51250076293945,53.314998626708984,77449200
2019-09-09,53.709999084472656,53.54249954223633,109237600
2019-09-10,53.46500015258789,54.17499923706055,127111600
2019-09-11,54.51750183105469,55.897499084472656,177158400
2019-09-12,56.20000076293945,55.772499084472656,128906800
2019-09-13,55.0,54.6875,159053200
2019-09-16,54.432498931884766,54.974998474121094,84632400
2019-09-17,54.9900016784668,55.17499923706055,73274800
2019-09-18,55.26499938964844,55.692501068115234,101360000
2019-09-19,55.502498626708984,55.2400016784668,88242400
2019-09-20,55.345001220703125,54.432498931884766,221652400
2019-09-23,54.73749923706055,54.68000030517578,76662000
2019-09-24,55.25749969482422,54.41999816894531,124763200
2019-09-25,54.63750076293945,55.25749969482422,87613600
2019-09-26,55.0,54.97249984741211,75334000
2019-09-27,55.1349983215332,54.70500183105469,101408000
2019-09-30,55.224998474121094,55.99250030517578,103909600
2019-10-01,56.26750183105469,56.147499084472656,139223200
2019-10-02,55.76499938964844,54.7400016784668,138449200
2019-10-03,54.60749816894531,55.20500183105469,114426000
2019-10-04,56.40999984741211,56.752498626708984,138478800
2019-10-07,56.567501068115234,56.76499938964844,122306000
2019-10-08,56.45500183105469,56.099998474121094,111820000
2019-10-09,56.75749969482422,56.75749969482422,74770400
2019-10-10,56.98249816894531,57.522499084472656,113013600
2019-10-11,58.23749923706055,59.0525016784668,166795600
2019-10-14,58.724998474121094,58.967498779296875,96427600
2019-10-15,59.09749984741211,58.83000183105469,87360000
2019-10-16,58.342498779296875,58.592498779296875,73903200
2019-10-17,58.772499084472656,58.81999969482422,67585200
2019-10-18,58.647499084472656,59.102500915527344,97433600
2019-10-21,59.380001068115234,60.127498626708984,87247200
2019-10-22,60.290000915527344,59.9900016784668,82293600
2019-10-23,60.525001525878906,60.79499816894531,75828800
2019-10-24,61.127498626708984,60.89500045776367,69275200
2019-10-25,60.790000915527344,61.64500045776367,73477200
2019-10-28,61.85499954223633,62.26250076293945,96572800
2019-10-29,62.24250030517578,60.8224983215332,142839600
2019-10-30,61.189998626708984,60.814998626708984,124522000
2019-10-31,61.810001373291016,62.189998626708984,139162000
2019-11-01,62.3849983215332,63.95500183105469,151125200
2019-11-04,64.3324966430664,64.375,103272000
2019-11-05,64.26249694824219,64.28250122070312,79897600
2019-11-06,64.19249725341797,64.30999755859375,75864400
2019-11-07,64.68499755859375,64.85749816894531,94940400
2019-11-08,64.67250061035156,65.03500366210938,69986400
2019-11-11,64.57499694824219,65.55000305175781,81821200
2019-11-12,65.38749694824219,65.48999786376953,87388800
2019-11-13,65.28250122070312,66.11750030517578,102734400
2019-11-14,65.9375,65.66000366210938,89182800
2019-11-15,65.91999816894531,66.44000244140625,100206400
2019-11-18,66.44999694824219,66.7750015258789,86703200
2019-11-19,66.9749984741211,66.57250213623047,76167200
2019-11-20,66.38500213623047,65.79750061035156,106234400
2019-11-21,65.92250061035156,65.50250244140625,121395200
2019-11-22,65.64749908447266,65.44499969482422,65325200
2019-11-25,65.67749786376953,66.59249877929688,84020400
2019-11-26,66.73500061035156,66.07250213623047,105207600
2019-11-27,66.3949966430664,66.95999908447266,65235600
2019-11-29,66.6500015258789,66.8125,46617600
2019-12-02,66.81749725341797,66.04000091552734,94487200
2019-12-03,64.57749938964844,64.86250305175781,114430400
2019-12-04,65.26750183105469,65.43499755859375,67181600
2019-12-05,65.94750213623047,66.3949966430664,74424400
2019-12-06,66.87000274658203,67.67749786376953,106075600
2019-12-09,67.5,66.7300033569336,128042400
2019-12-10,67.1500015258789,67.12000274658203,90420400
2019-12-11,67.20249938964844,67.69249725341797,78756800
2019-12-12,66.94499969482422,67.86499786376953,137310400
2019-12-13,67.86499786376953,68.7874984741211,133587600
2019-12-16,69.25,69.96499633789062,128186000
2019-12-17,69.89250183105469,70.10250091552734,114158400
2019-12-18,69.94999694824219,69.93499755859375,116028400
2019-12-19,69.875,70.00499725341797,98369200
2019-12-20,70.55750274658203,69.86000061035156,275978000
2019-12-23,70.13249969482422,71.0,98572000
2019-12-24,71.17250061035156,71.06749725341797,48478800
2019-12-26,71.20500183105469,72.47750091552734,93121200
2019-12-27,72.77999877929688,72.44999694824219,146266000
2019-12-30,72.36499786376953,72.87999725341797,144114400
2019-12-31,72.48249816894531,73.4124984741211,100805600
2020-01-02,74.05999755859375,75.0875015258789,135480400
2020-01-03,74.2874984741211,74.35749816894531,146322800
2020-01-06,73.44750213623047,74.94999694824219,118387200
2020-01-07,74.95999908447266,74.59750366210938,108872000
2020-01-08,74.29000091552734,75.79750061035156,132079200
2020-01-09,76.80999755859375,77.40750122070312,170108400
2020-01-10,77.6500015258789,77.5824966430664,140644800
2020-01-13,77.91000366210938,79.23999786376953,121532000
2020-01-14,79.17500305175781,78.16999816894531,161954400
2020-01-15,77.9625015258789,77.83499908447266,121923600
2020-01-16,78.39749908447266,78.80999755859375,108829200
2020-01-17,79.06749725341797,79.68250274658203,137816400
2020-01-21,79.29750061035156,79.14250183105469,110843200
2020-01-22,79.6449966430664,79.42500305175781,101832400
2020-01-23,79.4800033569336,79.80750274658203,104472000
2020-01-24,80.0625,79.57749938964844,146537600
2020-01-27,77.51499938964844,77.23750305175781,161940000
