Closing_10,Closing_9,Closing_8,Closing_7,Closing_6,Closing_5,Closing_4,Closing_3,Closing_2,Closing_1,SMA_5_10,SMA_5_9,SMA_5_8,SMA_5_7,SMA_5_6,SMA_5_5,SMA_5_4,SMA_5_3,SMA_5_2,SMA_5_1,SMA_10_10,SMA_10_9,SMA_10_8,SMA_10_7,SMA_10_6,SMA_10_5,SMA_10_4,SMA_10_3,SMA_10_2,SMA_10_1,EMA_5_10,EMA_5_9,EMA_5_8,EMA_5_7,EMA_5_6,EMA_5_5,EMA_5_4,EMA_5_3,EMA_5_2,EMA_5_1,EMA_10_10,EMA_10_9,EMA_10_8,EMA_10_7,EMA_10_6,EMA_10_5,EMA_10_4,EMA_10_3,EMA_10_2,EMA_10_1,RSI_10,RSI_9,RSI_8,RSI_7,RSI_6,RSI_5,RSI_4,RSI_3,RSI_2,RSI_1,MACD_10,MACD_9,MACD_8,MACD_7,MACD_6,MACD_5,MACD_4,MACD_3,MACD_2,MACD_1,Signal_Line_10,Signal_Line_9,Signal_Line_8,Signal_Line_7,Signal_Line_6,Signal_Line_5,Signal_Line_4,Signal_Line_3,Signal_Line_2,Signal_Line_1,BB_upper_10,BB_upper_9,BB_upper_8,BB_upper_7,BB_upper_6,BB_upper_5,BB_upper_4,BB_upper_3,BB_upper_2,BB_upper_1,BB_lower_10,BB_lower_9,BB_lower_8,BB_lower_7,BB_lower_6,BB_lower_5,BB_lower_4,BB_lower_3,BB_lower_2,BB_lower_1,Action
3.59375,3.618249893188477,3.7295000553131104,3.7487499713897705,3.825000047683716,3.685499906539917,3.70425009727478,3.661250114440918,3.779249906539917,3.822000026702881,3.554499959945679,3.477399969100952,3.533249998092652,3.625,3.703049993515015,3.7213999748229982,3.738600015640259,3.724950027465821,3.7310500144958496,3.730450010299682,3.6886249780654894,3.671149969100952,3.651774978637696,3.654724979400634,3.66399998664856,3.6379499673843374,3.6079999923706056,3.629100012779236,3.678025007247925,3.7167500019073487,3.5559977977490176,3.5767484962288374,3.627665682590262,3.6680271121900985,3.720351424021304,3.708734251527509,3.707239533443266,3.69190972710915,3.721023120252739,3.754682089069453,3.610928857567533,3.612259954953159,3.6335763368367866,3.6545169976646017,3.685513915849895,3.6855113687026257,3.688918410261199,3.683887811021148,3.701226373842742,3.723185219817312,49.01517312034182,47.173187278570175,49.16401630560507,50.05293422726631,52.68110593776016,47.32187150153101,44.22316429661052,48.328052936204585,51.27751923355585,46.2840852128177,0.024998253847106,0.023201405081668,0.0304038709183274,0.0372359514640669,0.0482470069639324,0.0451958624698605,0.0437860537941534,0.0387523184085578,0.0437799755997221,0.0506303721516721,0.0644905774970313,0.0562327430139586,0.0510669685948324,0.0483007651686793,0.0482900135277299,0.047671183316156,0.0468941574117555,0.045265789611116,0.0449686268088372,0.0461009758774042,4.062476620951732,4.031213012862439,4.02916099057912,4.036360510395374,4.047114220049061,4.04760602024531,4.049566545061754,4.047135129293372,4.0487787456221405,4.056083789997567,3.209148373326222,3.2822619760749383,3.3167889930176817,3.325964466525708,3.348135766599498,3.359743947711233,3.3651334385350475,3.3616148564015127,3.361796238928336,3.36201618558837,0
3.618249893188477,3.7295000553131104,3.7487499713897705,3.825000047683716,3.685499906539917,3.70425009727478,3.661250114440918,3.779249906539917,3.822000026702881,3.8632500171661377,3.477399969100952,3.533249998092652,3.625,3.703049993515015,3.7213999748229982,3.738600015640259,3.724950027465821,3.7310500144958496,3.730450010299682,3.766000032424927,3.671149969100952,3.651774978637696,3.654724979400634,3.66399998664856,3.6379499673843374,3.6079999923706056,3.629100012779236,3.678025007247925,3.7167500019073487,3.7437000036239625,3.5767484962288374,3.627665682590262,3.6680271121900985,3.720351424021304,3.708734251527509,3.707239533443266,3.69190972710915,3.721023120252739,3.754682089069453,3.790871398435015,3.612259954953159,3.6335763368367866,3.6545169976646017,3.685513915849895,3.6855113687026257,3.688918410261199,3.683887811021148,3.701226373842742,3.723185219817312,3.748651546608008,47.173187278570175,49.16401630560507,50.05293422726631,52.68110593776016,47.32187150153101,44.22316429661052,48.328052936204585,51.27751923355585,46.2840852128177,45.74758431638892,0.023201405081668,0.0304038709183274,0.0372359514640669,0.0482470069639324,0.0451958624698605,0.0437860537941534,0.0387523184085578,0.0437799755997221,0.0506303721516721,0.0587111051891389,0.0562327430139586,0.0510669685948324,0.0483007651686793,0.0482900135277299,0.047671183316156,0.0468941574117555,0.045265789611116,0.0449686268088372,0.0461009758774042,0.0486230017397511,4.031213012862439,4.02916099057912,4.036360510395374,4.047114220049061,4.04760602024531,4.049566545061754,4.047135129293372,4.0487787456221405,4.056083789997567,4.069991851358322,3.2822619760749383,3.3167889930176817,3.325964466525708,3.348135766599498,3.359743947711233,3.3651334385350475,3.3616148564015127,3.361796238928336,3.36201618558837,3.36233313033113,0
3.7295000553131104,3.7487499713897705,3.825000047683716,3.685499906539917,3.70425009727478,3.661250114440918,3.779249906539917,3.822000026702881,3.8632500171661377,3.933500051498413,3.533249998092652,3.625,3.703049993515015,3.7213999748229982,3.738600015640259,3.724950027465821,3.7310500144958496,3.730450010299682,3.766000032424927,3.8118500232696535,3.651774978637696,3.654724979400634,3.66399998664856,3.6379499673843374,3.6079999923706056,3.629100012779236,3.678025007247925,3.7167500019073487,3.7437000036239625,3.775225019454956,3.627665682590262,3.6680271121900985,3.720351424021304,3.708734251527509,3.707239533443266,3.69190972710915,3.721023120252739,3.754682089069453,3.790871398435015,3.838414282789481,3.6335763368367866,3.6545169976646017,3.685513915849895,3.6855113687026257,3.688918410261199,3.683887811021148,3.701226373842742,3.723185219817312,3.748651546608008,3.782260365678991,49.16401630560507,50.05293422726631,52.68110593776016,47.32187150153101,44.22316429661052,48.328052936204585,51.27751923355585,46.2840852128177,45.74758431638892,70.67379776887186,0.0304038709183274,0.0372359514640669,0.0482470069639324,0.0451958624698605,0.0437860537941534,0.0387523184085578,0.0437799755997221,0.0506303721516721,0.0587111051891389,0.0699770827556647,0.0510669685948324,0.0483007651686793,0.0482900135277299,0.047671183316156,0.0468941574117555,0.045265789611116,0.0449686268088372,0.0461009758774042,0.0486230017397511,0.0528938179429338,4.02916099057912,4.036360510395374,4.047114220049061,4.04760602024531,4.049566545061754,4.047135129293372,4.0487787456221405,4.056083789997567,4.069991851358322,4.088822307588755,3.3167889930176817,3.325964466525708,3.348135766599498,3.359743947711233,3.3651334385350475,3.3616148564015127,3.361796238928336,3.36201618558837,3.36233313033113,3.357552680967153,0
3.7487499713897705,3.825000047683716,3.685499906539917,3.70425009727478,3.661250114440918,3.779249906539917,3.822000026702881,3.8632500171661377,3.933500051498413,3.9159998893737793,3.625,3.703049993515015,3.7213999748229982,3.738600015640259,3.724950027465821,3.7310500144958496,3.730450010299682,3.766000032424927,3.8118500232696535,3.8627999782562257,3.654724979400634,3.66399998664856,3.6379499673843374,3.6079999923706056,3.629100012779236,3.678025007247925,3.7167500019073487,3.7437000036239625,3.775225019454956,3.793875002861023,3.6680271121900985,3.720351424021304,3.708734251527509,3.707239533443266,3.69190972710915,3.721023120252739,3.754682089069453,3.790871398435015,3.838414282789481,3.864276151650914,3.6545169976646017,3.685513915849895,3.6855113687026257,3.688918410261199,3.683887811021148,3.701226373842742,3.723185219817312,3.748651546608008,3.782260365678991,3.8065766427144063,50.05293422726631,52.68110593776016,47.32187150153101,44.22316429661052,48.328052936204585,51.27751923355585,46.2840852128177,45.74758431638892,70.67379776887186,80.50680422126165,0.0372359514640669,0.0482470069639324,0.0451958624698605,0.0437860537941534,0.0387523184085578,0.0437799755997221,0.0506303721516721,0.0587111051891389,0.0699770827556647,0.0766102193946447,0.0483007651686793,0.0482900135277299,0.047671183316156,0.0468941574117555,0.045265789611116,0.0449686268088372,0.0461009758774042,0.0486230017397511,0.0528938179429338,0.057637098233276,4.036360510395374,4.047114220049061,4.04760602024531,4.049566545061754,4.047135129293372,4.0487787456221405,4.056083789997567,4.069991851358322,4.088822307588755,4.087638102443925,3.325964466525708,3.348135766599498,3.359743947711233,3.3651334385350475,3.3616148564015127,3.361796238928336,3.36201618558837,3.36233313033113,3.357552680967153,3.358011879054794,-1
3.825000047683716,3.685499906539917,3.70425009727478,3.661250114440918,3.779249906539917,3.822000026702881,3.8632500171661377,3.933500051498413,3.9159998893737793,3.963749885559082,3.703049993515015,3.7213999748229982,3.738600015640259,3.724950027465821,3.7310500144958496,3.730450010299682,3.766000032424927,3.8118500232696535,3.8627999782562257,3.8996999740600575,3.66399998664856,3.6379499673843374,3.6079999923706056,3.629100012779236,3.678025007247925,3.7167500019073487,3.7437000036239625,3.775225019454956,3.793875002861023,3.815374994277954,3.720351424021304,3.708734251527509,3.707239533443266,3.69190972710915,3.721023120252739,3.754682089069453,3.790871398435015,3.838414282789481,3.864276151650914,3.897434062953637,3.685513915849895,3.6855113687026257,3.688918410261199,3.683887811021148,3.701226373842742,3.723185219817312,3.748651546608008,3.782260365678991,3.8065766427144063,3.835153595958893,52.68110593776016,47.32187150153101,44.22316429661052,48.328052936204585,51.27751923355585,46.2840852128177,45.74758431638892,70.67379776887186,80.50680422126165,78.47145265891788,0.0482470069639324,0.0451958624698605,0.0437860537941534,0.0387523184085578,0.0437799755997221,0.0506303721516721,0.0587111051891389,0.0699770827556647,0.0766102193946447,0.0847431868913104,0.0482900135277299,0.047671183316156,0.0468941574117555,0.045265789611116,0.0449686268088372,0.0461009758774042,0.0486230017397511,0.0528938179429338,0.057637098233276,0.0630583159648829,4.047114220049061,4.04760602024531,4.049566545061754,4.047135129293372,4.0487787456221405,4.056083789997567,4.069991851358322,4.088822307588755,4.087638102443925,4.115413772330697,3.348135766599498,3.359743947711233,3.3651334385350475,3.3616148564015127,3.361796238928336,3.36201618558837,3.36233313033113,3.357552680967153,3.358011879054794,3.354686201347891,0
3.685499906539917,3.70425009727478,3.661250114440918,3.779249906539917,3.822000026702881,3.8632500171661377,3.933500051498413,3.9159998893737793,3.963749885559082,3.89424991607666,3.7213999748229982,3.738600015640259,3.724950027465821,3.7310500144958496,3.730450010299682,3.766000032424927,3.8118500232696535,3.8627999782562257,3.8996999740600575,3.914149951934815,3.6379499673843374,3.6079999923706056,3.629100012779236,3.678025007247925,3.7167500019073487,3.7437000036239625,3.775225019454956,3.793875002861023,3.815374994277954,3.822299981117248,3.708734251527509,3.707239533443266,3.69190972710915,3.721023120252739,3.754682089069453,3.790871398435015,3.838414282789481,3.864276151650914,3.897434062953637,3.896372680661312,3.6855113687026257,3.688918410261199,3.683887811021148,3.701226373842742,3.723185219817312,3.748651546608008,3.782260365678991,3.8065766427144063,3.835153595958893,3.84589838143485,47.32187150153101,44.22316429661052,48.328052936204585,51.27751923355585,46.2840852128177,45.74758431638892,70.67379776887186,80.50680422126165,78.47145265891788,67.89754396328442,0.0451958624698605,0.0437860537941534,0.0387523184085578,0.0437799755997221,0.0506303721516721,0.0587111051891389,0.0699770827556647,0.0766102193946447,0.0847431868913104,0.0846052785394864,0.047671183316156,0.0468941574117555,0.045265789611116,0.0449686268088372,0.0461009758774042,0.0486230017397511,0.0528938179429338,0.057637098233276,0.0630583159648829,0.0673677084798036,4.04760602024531,4.049566545061754,4.047135129293372,4.0487787456221405,4.056083789997567,4.069991851358322,4.088822307588755,4.087638102443925,4.115413772330697,4.130105298207796,3.359743947711233,3.3651334385350475,3.3616148564015127,3.361796238928336,3.36201618558837,3.36233313033113,3.357552680967153,3.358011879054794,3.354686201347891,3.356194669558012,-1
3.70425009727478,3.661250114440918,3.779249906539917,3.822000026702881,3.8632500171661377,3.933500051498413,3.9159998893737793,3.963749885559082,3.89424991607666,3.979749917984009,3.738600015640259,3.724950027465821,3.7310500144958496,3.730450010299682,3.766000032424927,3.8118500232696535,3.8627999782562257,3.8996999740600575,3.914149951934815,3.9374499320983887,3.6079999923706056,3.629100012779236,3.678025007247925,3.7167500019073487,3.7437000036239625,3.775225019454956,3.793875002861023,3.815374994277954,3.822299981117248,3.8517249822616577,3.707239533443266,3.69190972710915,3.721023120252739,3.754682089069453,3.790871398435015,3.838414282789481,3.864276151650914,3.897434062953637,3.896372680661312,3.9241650931022094,3.688918410261199,3.683887811021148,3.701226373842742,3.723185219817312,3.748651546608008,3.782260365678991,3.8065766427144063,3.835153595958893,3.84589838143485,3.870235024443788,44.22316429661052,48.328052936204585,51.27751923355585,46.2840852128177,45.74758431638892,70.67379776887186,80.50680422126165,78.47145265891788,67.89754396328442,70.07217155113368,0.0437860537941534,0.0387523184085578,0.0437799755997221,0.0506303721516721,0.0587111051891389,0.0699770827556647,0.0766102193946447,0.0847431868913104,0.0846052785394864,0.0903535809397602,0.0468941574117555,0.045265789611116,0.0449686268088372,0.0461009758774042,0.0486230017397511,0.0528938179429338,0.057637098233276,0.0630583159648829,0.0673677084798036,0.0719648829717949,4.049566545061754,4.047135129293372,4.0487787456221405,4.056083789997567,4.069991851358322,4.088822307588755,4.087638102443925,4.115413772330697,4.130105298207796,4.135791201961509,3.3651334385350475,3.3616148564015127,3.361796238928336,3.36201618558837,3.36233313033113,3.357552680967153,3.358011879054794,3.354686201347891,3.356194669558012,3.3538837476844874,0
3.661250114440918,3.779249906539917,3.822000026702881,3.8632500171661377,3.933500051498413,3.9159998893737793,3.963749885559082,3.89424991607666,3.979749917984009,3.967250108718872,3.724950027465821,3.7310500144958496,3.730450010299682,3.766000032424927,3.8118500232696535,3.8627999782562257,3.8996999740600575,3.914149951934815,3.9374499320983887,3.94419994354248,3.629100012779236,3.678025007247925,3.7167500019073487,3.7437000036239625,3.775225019454956,3.793875002861023,3.815374994277954,3.822299981117248,3.8517249822616577,3.8780249834060654,3.69190972710915,3.721023120252739,3.754682089069453,3.790871398435015,3.838414282789481,3.864276151650914,3.897434062953637,3.896372680661312,3.9241650931022094,3.9385267649744313,3.683887811021148,3.701226373842742,3.723185219817312,3.748651546608008,3.782260365678991,3.8065766427144063,3.835153595958893,3.84589838143485,3.870235024443788,3.887874130675621,48.328052936204585,51.27751923355585,46.2840852128177,45.74758431638892,70.67379776887186,80.50680422126165,78.47145265891788,67.89754396328442,70.07217155113368,64.82694101078155,0.0387523184085578,0.0437799755997221,0.0506303721516721,0.0587111051891389,0.0699770827556647,0.0766102193946447,0.0847431868913104,0.0846052785394864,0.0903535809397602,0.0928304304465772,0.045265789611116,0.0449686268088372,0.0461009758774042,0.0486230017397511,0.0528938179429338,0.057637098233276,0.0630583159648829,0.0673677084798036,0.0719648829717949,0.0761379924667514,4.047135129293372,4.0487787456221405,4.056083789997567,4.069991851358322,4.088822307588755,4.087638102443925,4.115413772330697,4.130105298207796,4.135791201961509,4.12918889456965,3.3616148564015127,3.361796238928336,3.36201618558837,3.36233313033113,3.357552680967153,3.358011879054794,3.354686201347891,3.356194669558012,3.3538837476844874,3.356836081207022,-1
3.779249906539917,3.822000026702881,3.8632500171661377,3.933500051498413,3.9159998893737793,3.963749885559082,3.89424991607666,3.979749917984009,3.967250108718872,3.927500009536743,3.7310500144958496,3.730450010299682,3.766000032424927,3.8118500232696535,3.8627999782562257,3.8996999740600575,3.914149951934815,3.9374499320983887,3.94419994354248,3.946499967575073,3.678025007247925,3.7167500019073487,3.7437000036239625,3.775225019454956,3.793875002861023,3.815374994277954,3.822299981117248,3.8517249822616577,3.8780249834060654,3.9046499729156494,3.721023120252739,3.754682089069453,3.790871398435015,3.838414282789481,3.864276151650914,3.897434062953637,3.896372680661312,3.9241650931022094,3.9385267649744313,3.934851179828536,3.701226373842742,3.723185219817312,3.748651546608008,3.782260365678991,3.8065766427144063,3.835153595958893,3.84589838143485,3.870235024443788,3.887874130675621,3.8950788359230977,51.27751923355585,46.2840852128177,45.74758431638892,70.67379776887186,80.50680422126165,78.47145265891788,67.89754396328442,70.07217155113368,64.82694101078155,60.86956269601203,0.0437799755997221,0.0506303721516721,0.0587111051891389,0.0699770827556647,0.0766102193946447,0.0847431868913104,0.0846052785394864,0.0903535809397602,0.0928304304465772,0.090542137328311,0.0449686268088372,0.0461009758774042,0.0486230017397511,0.0528938179429338,0.057637098233276,0.0630583159648829,0.0673677084798036,0.0719648829717949,0.0761379924667514,0.0790188214390633,4.0487787456221405,4.056083789997567,4.069991851358322,4.088822307588755,4.087638102443925,4.115413772330697,4.130105298207796,4.135791201961509,4.12918889456965,4.135461301271357,3.361796238928336,3.36201618558837,3.36233313033113,3.357552680967153,3.358011879054794,3.354686201347891,3.356194669558012,3.3538837476844874,3.356836081207022,3.3982886844235285,-1
3.822000026702881,3.8632500171661377,3.933500051498413,3.9159998893737793,3.963749885559082,3.89424991607666,3.979749917984009,3.967250108718872,3.927500009536743,3.8852500915527344,3.730450010299682,3.766000032424927,3.8118500232696535,3.8627999782562257,3.8996999740600575,3.914149951934815,3.9374499320983887,3.94419994354248,3.946499967575073,3.930800008773804,3.7167500019073487,3.7437000036239625,3.775225019454956,3.793875002861023,3.815374994277954,3.822299981117248,3.8517249822616577,3.8780249834060654,3.9046499729156494,3.915249991416931,3.754682089069453,3.790871398435015,3.838414282789481,3.864276151650914,3.897434062953637,3.896372680661312,3.9241650931022094,3.9385267649744313,3.934851179828536,3.918317483736602,3.723185219817312,3.748651546608008,3.782260365678991,3.8065766427144063,3.835153595958893,3.84589838143485,3.870235024443788,3.887874130675621,3.8950788359230977,3.893291791492122,46.2840852128177,45.74758431638892,70.67379776887186,80.50680422126165,78.47145265891788,67.89754396328442,70.07217155113368,64.82694101078155,60.86956269601203,53.82175883146648,0.0506303721516721,0.0587111051891389,0.0699770827556647,0.0766102193946447,0.0847431868913104,0.0846052785394864,0.0903535809397602,0.0928304304465772,0.090542137328311,0.0843471320280588,0.0461009758774042,0.0486230017397511,0.0528938179429338,0.057637098233276,0.0630583159648829,0.0673677084798036,0.0719648829717949,0.0761379924667514,0.0790188214390633,0.0800844835568624,4.056083789997567,4.069991851358322,4.088822307588755,4.087638102443925,4.115413772330697,4.130105298207796,4.135791201961509,4.12918889456965,4.135461301271357,4.091934709136431,3.36201618558837,3.36233313033113,3.357552680967153,3.358011879054794,3.354686201347891,3.356194669558012,3.3538837476844874,3.356836081207022,3.3982886844235285,3.501340289528425,-1
